,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
730,Unterägeri,8015.0,1079.0,2254.0,1404.0,1992.0,900.0,386.0
731,Walchwil,3546.0,416.0,1106.0,600.0,712.0,465.0,247.0
732,Zug,26125.0,4860.0,8118.0,4575.0,5528.0,2155.0,889.0
733,Fribourg / Freiburg,277426.0,33947.0,70340.0,50976.0,73524.0,33745.0,14894.0
734,Bussy (FR),363.0,32.0,98.0,69.0,92.0,60.0,12.0
735,Châbles,687.0,56.0,136.0,156.0,208.0,75.0,56.0
736,Châtillon (FR),377.0,36.0,126.0,60.0,88.0,55.0,12.0
737,Cheiry,346.0,35.0,94.0,78.0,84.0,30.0,25.0
738,Cheyres,1229.0,145.0,370.0,261.0,264.0,135.0,54.0
739,Cugy (FR),1416.0,139.0,356.0,243.0,408.0,220.0,50.0
740,Domdidier,2802.0,268.0,620.0,474.0,828.0,385.0,227.0
741,Dompierre (FR),799.0,75.0,184.0,177.0,216.0,100.0,47.0
742,Estavayer-le-Lac,5309.0,767.0,1336.0,999.0,1288.0,610.0,309.0
743,Fétigny,853.0,70.0,180.0,150.0,300.0,105.0,48.0
744,Font,350.0,36.0,84.0,69.0,108.0,35.0,18.0
745,Gletterens,843.0,62.0,254.0,141.0,228.0,95.0,63.0
746,Léchelles,596.0,75.0,128.0,132.0,164.0,65.0,32.0
747,Lully (FR),998.0,82.0,208.0,165.0,356.0,150.0,37.0
748,Ménières,344.0,32.0,76.0,36.0,140.0,30.0,30.0
749,Montagny (FR),2055.0,221.0,436.0,402.0,552.0,340.0,104.0
750,Morens (FR),138.0,12.0,42.0,12.0,40.0,20.0,12.0
751,Murist,575.0,62.0,142.0,90.0,160.0,70.0,51.0
752,Nuvilly,373.0,35.0,96.0,63.0,120.0,40.0,19.0
753,Prévondavaux,63.0,6.0,14.0,9.0,24.0,10.0,0.0
754,Rueyres-les-Prés,348.0,29.0,70.0,60.0,108.0,50.0,31.0
755,Russy,210.0,21.0,58.0,45.0,40.0,40.0,6.0
756,Saint-Aubin (FR),1416.0,161.0,360.0,258.0,388.0,160.0,89.0
757,Sévaz,248.0,16.0,60.0,54.0,84.0,10.0,24.0
758,Surpierre,299.0,29.0,86.0,36.0,76.0,50.0,22.0
759,Vallon,329.0,37.0,56.0,60.0,96.0,60.0,20.0
760,Villeneuve (FR),319.0,39.0,72.0,60.0,88.0,40.0,20.0
761,Vuissens,200.0,24.0,58.0,33.0,40.0,25.0,20.0
762,Les Montets,1244.0,124.0,290.0,219.0,396.0,145.0,70.0
763,Delley-Portalban,904.0,125.0,322.0,171.0,192.0,75.0,19.0
764,Vernay,1034.0,61.0,202.0,153.0,348.0,200.0,70.0
765,Auboranges,260.0,20.0,66.0,33.0,68.0,60.0,13.0
766,Billens-Hennens,654.0,58.0,126.0,138.0,188.0,120.0,24.0
767,Chapelle (Glâne),260.0,14.0,48.0,51.0,100.0,35.0,12.0
768,Le Châtelard,339.0,21.0,86.0,51.0,80.0,65.0,36.0
769,Châtonnaye,742.0,55.0,152.0,111.0,192.0,140.0,92.0
770,Ecublens (FR),285.0,26.0,72.0,24.0,84.0,55.0,24.0
771,Grangettes,185.0,17.0,44.0,24.0,64.0,30.0,6.0
772,Massonnens,421.0,37.0,94.0,78.0,92.0,100.0,20.0
773,Mézières (FR),1001.0,77.0,174.0,147.0,348.0,175.0,80.0
774,Montet (Glâne),354.0,17.0,86.0,51.0,128.0,35.0,37.0
775,Romont (FR),4584.0,736.0,1090.0,825.0,1104.0,565.0,264.0
776,Rue,1249.0,141.0,362.0,186.0,420.0,110.0,30.0
777,Siviriez,2072.0,180.0,466.0,363.0,588.0,330.0,145.0
778,Ursy,1855.0,179.0,466.0,315.0,520.0,305.0,70.0
779,Villaz-Saint-Pierre,977.0,120.0,222.0,180.0,236.0,175.0,44.0
780,Vuarmarens,595.0,45.0,134.0,111.0,156.0,105.0,44.0
781,Vuisternens-devant-Romont,1991.0,167.0,408.0,369.0,524.0,365.0,158.0
782,Villorsonnens,1236.0,92.0,296.0,198.0,368.0,215.0,67.0
783,Torny,807.0,67.0,188.0,147.0,224.0,120.0,61.0
784,La Folliaz,871.0,69.0,196.0,180.0,244.0,145.0,37.0
785,Haut-Intyamon,1365.0,203.0,396.0,222.0,320.0,175.0,49.0
786,Pont-en-Ogoz,1621.0,166.0,442.0,267.0,432.0,260.0,54.0
787,Botterens,488.0,45.0,140.0,93.0,128.0,70.0,12.0
788,Broc,2210.0,366.0,582.0,402.0,548.0,200.0,112.0
789,Bulle,18420.0,2810.0,4616.0,3615.0,4392.0,2060.0,927.0
790,Cerniat (FR),317.0,44.0,114.0,45.0,68.0,40.0,6.0
791,Charmey,1826.0,249.0,502.0,246.0,532.0,220.0,77.0
792,Châtel-sur-Montsalvens,243.0,33.0,92.0,33.0,48.0,10.0,27.0
793,Corbières,733.0,63.0,208.0,147.0,148.0,110.0,57.0
794,Crésuz,297.0,63.0,134.0,51.0,44.0,5.0,0.0
795,Echarlens,731.0,54.0,178.0,90.0,256.0,120.0,33.0
796,Grandvillard,732.0,84.0,166.0,114.0,220.0,130.0,18.0
797,Gruyères,1845.0,232.0,466.0,315.0,500.0,225.0,107.0
798,Hauteville,555.0,60.0,130.0,81.0,184.0,75.0,25.0
799,Jaun,654.0,71.0,166.0,81.0,152.0,110.0,74.0
800,Marsens,1624.0,140.0,320.0,255.0,444.0,350.0,115.0
801,Morlon,579.0,48.0,148.0,102.0,140.0,85.0,56.0
802,Le Pâquier (FR),1041.0,92.0,226.0,177.0,344.0,125.0,77.0
803,Pont-la-Ville,570.0,34.0,94.0,120.0,148.0,110.0,64.0
804,Riaz,2164.0,255.0,530.0,444.0,612.0,245.0,78.0
805,La Roche,1386.0,151.0,346.0,183.0,392.0,185.0,129.0
806,Sâles,1406.0,99.0,258.0,186.0,408.0,295.0,160.0
807,Sorens,926.0,95.0,218.0,183.0,228.0,160.0,42.0
808,Vaulruz,1007.0,97.0,224.0,204.0,268.0,130.0,84.0
809,Vuadens,2020.0,200.0,458.0,399.0,620.0,265.0,78.0
810,Bas-Intyamon,1141.0,143.0,320.0,198.0,268.0,150.0,62.0
811,Arconciel,765.0,58.0,194.0,114.0,264.0,105.0,30.0
812,Autafond,76.0,2.0,14.0,3.0,24.0,15.0,18.0
813,Autigny,703.0,69.0,158.0,102.0,224.0,105.0,45.0
814,Avry,1754.0,145.0,390.0,318.0,544.0,230.0,127.0
815,Belfaux,2740.0,237.0,656.0,534.0,740.0,410.0,163.0
816,Chénens,654.0,53.0,116.0,132.0,200.0,105.0,48.0
817,Chésopelloz,116.0,16.0,26.0,24.0,20.0,30.0,0.0
818,Corminboeuf,2128.0,163.0,506.0,366.0,744.0,255.0,94.0
819,Corpataux-Magnedens,1184.0,76.0,272.0,264.0,376.0,140.0,56.0
820,Corserey,346.0,27.0,86.0,69.0,112.0,40.0,12.0
821,Cottens (FR),1334.0,106.0,300.0,249.0,372.0,235.0,72.0
822,Ependes (FR),1065.0,85.0,240.0,213.0,252.0,155.0,120.0
823,Farvagny,2091.0,202.0,462.0,414.0,624.0,315.0,74.0
824,Ferpicloz,262.0,12.0,68.0,45.0,60.0,65.0,12.0
825,Fribourg,33475.0,7232.0,8914.0,6153.0,6360.0,3040.0,1776.0
826,Givisiez,2913.0,332.0,772.0,714.0,708.0,280.0,107.0
827,Granges-Paccot,2710.0,315.0,664.0,606.0,720.0,265.0,140.0
828,Grolley,1756.0,153.0,378.0,348.0,564.0,240.0,73.0
829,Marly,7517.0,860.0,1936.0,1545.0,1936.0,840.0,400.0
830,Matran,1530.0,141.0,324.0,270.0,492.0,195.0,108.0
831,Neyruz (FR),2193.0,174.0,460.0,402.0,752.0,265.0,140.0
832,Noréaz,565.0,38.0,104.0,81.0,176.0,110.0,56.0
833,Pierrafortscha,148.0,13.0,26.0,18.0,60.0,10.0,21.0
834,Ponthaux,655.0,41.0,122.0,123.0,220.0,100.0,49.0
835,Le Mouret,2968.0,294.0,700.0,549.0,872.0,410.0,143.0
836,Prez-vers-Noréaz,908.0,85.0,246.0,138.0,232.0,165.0,42.0
837,Rossens (FR),1240.0,109.0,290.0,234.0,372.0,195.0,40.0
838,Le Glèbe,1155.0,99.0,262.0,159.0,368.0,175.0,92.0
839,Senèdes,127.0,14.0,42.0,15.0,36.0,20.0,0.0
840,Treyvaux,1417.0,113.0,344.0,252.0,376.0,245.0,87.0
841,Villars-sur-Glâne,11235.0,1449.0,2754.0,2169.0,2828.0,1420.0,615.0
842,Villarsel-sur-Marly,82.0,6.0,10.0,12.0,28.0,20.0,6.0
843,Vuisternens-en-Ogoz,849.0,83.0,170.0,186.0,244.0,140.0,26.0
844,Hauterive (FR),2144.0,205.0,504.0,399.0,644.0,300.0,92.0
845,La Brillaz,1741.0,138.0,358.0,342.0,528.0,265.0,110.0
846,La Sonnaz,1005.0,87.0,188.0,201.0,280.0,170.0,79.0
847,Barberêche,475.0,43.0,106.0,108.0,108.0,55.0,55.0
848,Büchslen,176.0,16.0,46.0,33.0,60.0,15.0,6.0
849,Courgevaux,1334.0,96.0,328.0,288.0,396.0,160.0,66.0
850,Courlevon,300.0,30.0,102.0,36.0,96.0,20.0,16.0
851,Courtepin,3345.0,255.0,754.0,738.0,996.0,450.0,152.0
852,Cressier (FR),820.0,96.0,194.0,126.0,236.0,105.0,63.0
853,Fräschels,469.0,31.0,130.0,90.0,160.0,45.0,13.0
854,Galmiz,590.0,72.0,174.0,93.0,188.0,45.0,18.0
855,Gempenach,273.0,29.0,84.0,51.0,68.0,20.0,21.0
856,Greng,159.0,20.0,58.0,18.0,28.0,15.0,20.0
857,Gurmels,3796.0,335.0,1024.0,711.0,1148.0,410.0,168.0
858,Jeuss,428.0,29.0,76.0,60.0,144.0,100.0,19.0
859,Kerzers,4587.0,432.0,1204.0,843.0,1232.0,480.0,396.0
860,Kleinbösingen,591.0,47.0,186.0,105.0,148.0,80.0,25.0
861,Lurtigen,183.0,21.0,58.0,33.0,44.0,15.0,12.0
862,Meyriez,591.0,52.0,148.0,132.0,188.0,50.0,21.0
863,Misery-Courtion,1539.0,128.0,380.0,312.0,504.0,160.0,55.0
864,Muntelier,936.0,119.0,308.0,162.0,224.0,95.0,28.0
865,Murten,6101.0,916.0,1812.0,1122.0,1472.0,515.0,264.0
866,Ried bei Kerzers,1001.0,92.0,260.0,186.0,236.0,135.0,92.0
867,Salvenach,484.0,59.0,130.0,90.0,144.0,30.0,31.0
868,Ulmiz,399.0,35.0,140.0,69.0,116.0,25.0,14.0
869,Villarepos,553.0,63.0,150.0,96.0,144.0,70.0,30.0
870,Bas-Vully,1974.0,214.0,580.0,324.0,564.0,195.0,97.0
871,Haut-Vully,1339.0,147.0,454.0,210.0,348.0,120.0,60.0
872,Wallenried,444.0,30.0,110.0,84.0,136.0,70.0,14.0
873,Alterswil,1919.0,191.0,490.0,423.0,512.0,240.0,63.0
874,Brünisried,633.0,86.0,182.0,114.0,152.0,60.0,39.0
875,Düdingen,7286.0,887.0,2268.0,1230.0,1888.0,725.0,288.0
876,Giffers,1394.0,167.0,396.0,183.0,464.0,140.0,44.0
877,Bösingen,3286.0,276.0,1024.0,603.0,972.0,325.0,86.0
878,Heitenried,1322.0,106.0,352.0,234.0,352.0,215.0,63.0
879,Oberschrot,1127.0,117.0,240.0,195.0,328.0,155.0,92.0
880,Plaffeien,1867.0,307.0,592.0,318.0,404.0,190.0,56.0
881,Plasselb,1003.0,151.0,298.0,168.0,248.0,100.0,38.0
882,Rechthalten,1065.0,136.0,324.0,177.0,268.0,110.0,50.0
883,St. Antoni,1899.0,207.0,540.0,387.0,516.0,195.0,54.0
884,St. Silvester,933.0,89.0,266.0,180.0,236.0,110.0,52.0
885,St. Ursen,1207.0,136.0,286.0,249.0,292.0,170.0,74.0
886,Schmitten (FR),3853.0,332.0,1020.0,681.0,1120.0,510.0,190.0
887,Tafers,2979.0,352.0,836.0,468.0,860.0,305.0,158.0
888,Tentlingen,1223.0,120.0,334.0,237.0,368.0,115.0,49.0
889,Ueberstorf,2353.0,262.0,682.0,399.0,660.0,230.0,120.0
890,Wünnewil-Flamatt,5258.0,596.0,1406.0,942.0,1312.0,620.0,382.0
891,Zumholz,404.0,43.0,102.0,57.0,104.0,80.0,18.0
892,Attalens,2982.0,254.0,664.0,588.0,1068.0,325.0,83.0
893,Bossonnens,1357.0,141.0,328.0,219.0,432.0,180.0,57.0
894,Châtel-Saint-Denis,5834.0,834.0,1452.0,1197.0,1576.0,565.0,210.0
895,Granges (Veveyse),815.0,72.0,186.0,147.0,272.0,95.0,43.0
896,Remaufens,932.0,75.0,212.0,198.0,316.0,95.0,36.0
897,Saint-Martin (FR),953.0,75.0,202.0,150.0,284.0,145.0,97.0
898,Semsales,1275.0,147.0,294.0,249.0,368.0,155.0,62.0
899,Le Flon,1021.0,96.0,218.0,153.0,284.0,175.0,95.0
900,La Verrerie,1102.0,106.0,230.0,177.0,292.0,215.0,82.0
901,Solothurn,252434.0,36974.0,78480.0,44508.0,56596.0,24795.0,11081.0
902,Egerkingen,3053.0,392.0,916.0,531.0,732.0,370.0,112.0
903,Härkingen,1341.0,156.0,432.0,243.0,300.0,150.0,60.0
904,Kestenholz,1660.0,197.0,504.0,234.0,456.0,195.0,74.0
905,Neuendorf,1905.0,220.0,488.0,360.0,540.0,200.0,97.0
906,Niederbuchsiten,953.0,121.0,280.0,159.0,248.0,125.0,20.0
907,Oberbuchsiten,1887.0,260.0,532.0,327.0,456.0,235.0,77.0
908,Oensingen,5434.0,816.0,1702.0,948.0,1168.0,565.0,235.0
909,Wolfwil,1979.0,224.0,680.0,360.0,428.0,230.0,57.0
910,Aedermannsdorf,565.0,51.0,148.0,66.0,112.0,130.0,58.0
911,Balsthal,5666.0,682.0,1594.0,1116.0,1256.0,700.0,318.0
912,Gänsbrunnen,95.0,8.0,16.0,9.0,24.0,20.0,18.0
913,Herbetswil,543.0,63.0,164.0,93.0,112.0,80.0,31.0
914,Holderbank (SO),615.0,92.0,178.0,93.0,148.0,85.0,19.0
915,Laupersdorf,1656.0,164.0,472.0,255.0,444.0,215.0,106.0
916,Matzendorf,1252.0,117.0,348.0,213.0,324.0,155.0,95.0
917,Mümliswil-Ramiswil,2449.0,324.0,614.0,417.0,596.0,335.0,163.0
918,Welschenrohr,1081.0,157.0,344.0,147.0,232.0,130.0,71.0
919,Aetigkofen,174.0,19.0,52.0,42.0,32.0,15.0,14.0
920,Aetingen,297.0,34.0,90.0,45.0,72.0,50.0,6.0
921,Bibern (SO),250.0,34.0,72.0,39.0,68.0,10.0,27.0
922,Biezwil,309.0,25.0,100.0,51.0,100.0,15.0,18.0
923,Brügglen,198.0,21.0,66.0,36.0,40.0,35.0,0.0
924,Gossliwil,191.0,26.0,60.0,24.0,36.0,30.0,15.0
925,Hessigkofen,259.0,14.0,70.0,45.0,80.0,30.0,20.0
926,Küttigkofen,256.0,26.0,80.0,57.0,56.0,25.0,12.0
927,Kyburg-Buchegg,337.0,39.0,96.0,54.0,96.0,25.0,27.0
928,Lüsslingen,491.0,68.0,144.0,87.0,128.0,50.0,14.0
929,Lüterkofen-Ichertswil,711.0,91.0,248.0,126.0,140.0,75.0,31.0
930,Lüterswil-Gächliwil,332.0,38.0,116.0,63.0,104.0,5.0,6.0
931,Messen,1393.0,113.0,386.0,282.0,356.0,205.0,51.0
932,Mühledorf (SO),334.0,43.0,104.0,48.0,88.0,45.0,6.0
933,Nennigkofen,475.0,53.0,126.0,78.0,116.0,70.0,32.0
934,Schnottwil,1012.0,100.0,334.0,177.0,276.0,80.0,45.0
935,Tscheppach,195.0,22.0,76.0,24.0,48.0,25.0,0.0
936,Unterramsern,211.0,13.0,60.0,30.0,68.0,20.0,20.0
937,Bättwil,1196.0,101.0,304.0,216.0,388.0,135.0,52.0
938,Büren (SO),957.0,98.0,266.0,177.0,260.0,105.0,51.0
939,Dornach,6201.0,1129.0,1922.0,951.0,1300.0,580.0,319.0
940,Gempen,832.0,76.0,266.0,147.0,232.0,70.0,41.0
941,Hochwald,1236.0,113.0,378.0,195.0,276.0,205.0,69.0
942,Hofstetten-Flüh,3046.0,281.0,940.0,579.0,876.0,270.0,100.0
943,Metzerlen-Mariastein,866.0,113.0,302.0,165.0,200.0,55.0,31.0
944,Nuglar-St. Pantaleon,1447.0,147.0,480.0,240.0,412.0,120.0,48.0
945,Rodersdorf,1291.0,101.0,422.0,228.0,288.0,170.0,82.0
946,Seewen,974.0,125.0,314.0,183.0,264.0,55.0,33.0
947,Witterswil,1374.0,130.0,422.0,279.0,328.0,170.0,45.0
948,Hauenstein-Ifenthal,320.0,24.0,78.0,36.0,100.0,50.0,32.0
949,Kienberg,501.0,55.0,144.0,78.0,116.0,80.0,28.0
950,Lostorf,3788.0,388.0,1140.0,675.0,1064.0,375.0,146.0
951,Niedergösgen,3691.0,475.0,1130.0,660.0,864.0,415.0,147.0
952,Obergösgen,2095.0,314.0,718.0,312.0,456.0,190.0,105.0
953,Rohr (SO),95.0,10.0,30.0,12.0,16.0,15.0,12.0
954,Stüsslingen,1007.0,89.0,304.0,189.0,276.0,130.0,19.0
955,Trimbach,6105.0,1033.0,1834.0,1002.0,1204.0,630.0,402.0
956,Winznau,1718.0,254.0,590.0,300.0,340.0,190.0,44.0
957,Wisen (SO),408.0,37.0,128.0,75.0,104.0,50.0,14.0
958,Erlinsbach (SO),3160.0,435.0,946.0,588.0,812.0,250.0,129.0
959,Aeschi (SO),1014.0,125.0,332.0,177.0,292.0,70.0,18.0
960,Biberist,7824.0,1251.0,2482.0,1455.0,1572.0,795.0,269.0
961,Bolken,540.0,43.0,134.0,120.0,184.0,40.0,19.0
962,Deitingen,2185.0,209.0,624.0,390.0,632.0,245.0,85.0
963,Derendingen,5939.0,878.0,1766.0,1134.0,1244.0,560.0,357.0
964,Etziken,760.0,103.0,274.0,135.0,160.0,75.0,13.0
965,Gerlafingen,4750.0,669.0,1342.0,834.0,1092.0,485.0,328.0
966,Halten,833.0,79.0,252.0,171.0,216.0,85.0,30.0
967,Heinrichswil-Winistorf,525.0,46.0,172.0,96.0,140.0,65.0,6.0
968,Hersiwil,190.0,17.0,52.0,42.0,40.0,20.0,19.0
969,Horriwil,804.0,72.0,250.0,156.0,200.0,90.0,36.0
970,Hüniken,90.0,8.0,34.0,21.0,16.0,5.0,6.0
971,Kriegstetten,1215.0,131.0,364.0,252.0,304.0,110.0,54.0
972,Lohn-Ammannsegg,2572.0,262.0,926.0,489.0,604.0,230.0,61.0
973,Luterbach,3316.0,481.0,1146.0,564.0,768.0,240.0,117.0
974,Obergerlafingen,1121.0,120.0,400.0,219.0,256.0,90.0,36.0
975,Oekingen,757.0,63.0,230.0,126.0,176.0,100.0,62.0
976,Recherswil,1692.0,168.0,588.0,300.0,372.0,195.0,69.0
977,Steinhof,141.0,10.0,50.0,27.0,32.0,15.0,7.0
978,Subingen,2868.0,354.0,830.0,567.0,760.0,260.0,97.0
979,Zuchwil,8629.0,1689.0,2552.0,1560.0,1768.0,775.0,285.0
980,Balm bei Günsberg,191.0,18.0,78.0,36.0,44.0,15.0,0.0
981,Bellach,4900.0,713.0,1668.0,849.0,1068.0,380.0,222.0
982,Bettlach,4750.0,684.0,1630.0,918.0,1004.0,435.0,79.0
983,Feldbrunnen-St. Niklaus,926.0,129.0,358.0,138.0,208.0,80.0,13.0
984,Flumenthal,952.0,154.0,296.0,195.0,220.0,75.0,12.0
985,Grenchen,15614.0,2893.0,5078.0,2715.0,2896.0,1370.0,662.0
986,Günsberg,1131.0,147.0,394.0,228.0,248.0,100.0,14.0
987,Hubersdorf,720.0,60.0,188.0,150.0,196.0,95.0,31.0
988,Kammersrohr,38.0,2.0,8.0,12.0,4.0,5.0,7.0
989,Langendorf,3621.0,622.0,1200.0,552.0,788.0,330.0,129.0
990,Lommiswil,1420.0,117.0,490.0,258.0,372.0,110.0,73.0
991,Oberdorf (SO),1638.0,176.0,522.0,249.0,480.0,140.0,71.0
992,Riedholz,2126.0,236.0,710.0,378.0,524.0,230.0,48.0
993,Rüttenen,1448.0,209.0,448.0,273.0,344.0,125.0,49.0
994,Selzach,3072.0,369.0,934.0,549.0,760.0,340.0,120.0
995,Boningen,701.0,101.0,180.0,141.0,164.0,70.0,45.0
996,Däniken,2706.0,387.0,900.0,525.0,620.0,180.0,94.0
997,Dulliken,4615.0,658.0,1306.0,813.0,1112.0,470.0,256.0
998,Eppenberg-Wöschnau,295.0,69.0,102.0,54.0,44.0,20.0,6.0
999,Fulenbach,1639.0,189.0,500.0,273.0,388.0,190.0,99.0
1000,Gretzenbach,2402.0,235.0,642.0,429.0,644.0,320.0,132.0
1001,Gunzgen,1633.0,210.0,504.0,282.0,472.0,135.0,30.0
1002,Hägendorf,4588.0,543.0,1420.0,789.0,1124.0,425.0,287.0
1003,Kappel (SO),2978.0,371.0,1048.0,525.0,716.0,230.0,88.0
1004,Olten,16572.0,3659.0,5344.0,2658.0,2832.0,1465.0,614.0
1005,Rickenbach (SO),869.0,95.0,320.0,162.0,220.0,40.0,32.0
1006,Schönenwerd,4730.0,691.0,1306.0,924.0,1020.0,510.0,279.0
1007,Starrkirch-Wil,1591.0,172.0,526.0,303.0,428.0,130.0,32.0
1008,Walterswil (SO),701.0,66.0,222.0,114.0,168.0,75.0,56.0
1009,Wangen bei Olten,4725.0,718.0,1460.0,837.0,1056.0,455.0,199.0
1010,Solothurn,15808.0,3607.0,5142.0,2691.0,2644.0,1205.0,519.0
1011,Bärschwil,823.0,84.0,272.0,180.0,200.0,75.0,12.0
1012,Beinwil (SO),286.0,27.0,40.0,48.0,68.0,40.0,63.0
1013,Breitenbach,3443.0,341.0,912.0,726.0,804.0,345.0,315.0
1014,Büsserach,1969.0,259.0,572.0,342.0,500.0,235.0,61.0
1015,Erschwil,884.0,86.0,256.0,168.0,216.0,110.0,48.0
1016,Fehren,623.0,58.0,182.0,96.0,140.0,90.0,57.0
1017,Grindel,465.0,54.0,150.0,96.0,80.0,45.0,40.0
1018,Himmelried,920.0,126.0,338.0,132.0,228.0,60.0,36.0
1019,Kleinlützel,1249.0,159.0,376.0,168.0,312.0,160.0,74.0
1020,Meltingen,609.0,55.0,216.0,99.0,144.0,70.0,25.0
1021,Nunningen,1811.0,219.0,524.0,336.0,436.0,170.0,126.0
1022,Zullwil,620.0,77.0,168.0,96.0,176.0,55.0,48.0
1023,Basel-Stadt,181376.0,45718.0,55728.0,30084.0,30948.0,12910.0,5988.0
1024,Basel,160107.0,42299.0,48662.0,26442.0,26236.0,11135.0,5333.0
1025,Bettingen,1056.0,133.0,322.0,183.0,260.0,110.0,48.0
1026,Riehen,20213.0,3286.0,6744.0,3459.0,4452.0,1665.0,607.0
1027,Basel-Landschaft,271295.0,38623.0,87230.0,48534.0,62668.0,23875.0,10365.0
1028,Aesch (BL),10124.0,1321.0,3344.0,1983.0,2364.0,780.0,332.0
1029,Allschwil,19424.0,3612.0,6804.0,3645.0,3768.0,1190.0,405.0
1030,Arlesheim,8849.0,1358.0,2788.0,1632.0,2080.0,745.0,246.0
1031,Biel-Benken,3123.0,288.0,1038.0,534.0,788.0,355.0,120.0
1032,Binningen,14573.0,2707.0,4912.0,2565.0,2904.0,1060.0,425.0
1033,Birsfelden,10003.0,2165.0,3416.0,1680.0,1764.0,675.0,303.0
1034,Bottmingen,6002.0,854.0,2034.0,1014.0,1304.0,595.0,201.0
1035,Ettingen,4778.0,631.0,1592.0,876.0,1188.0,400.0,91.0
1036,Münchenstein,11518.0,1693.0,3780.0,2088.0,2420.0,1065.0,472.0
1037,Muttenz,17098.0,2641.0,5632.0,2925.0,3968.0,1420.0,512.0
1038,Oberwil (BL),10424.0,1446.0,3452.0,1782.0,2600.0,745.0,399.0
1039,Pfeffingen,2165.0,148.0,770.0,414.0,560.0,195.0,78.0
1040,Reinach (BL),18350.0,2708.0,6294.0,3153.0,4376.0,1295.0,524.0
1041,Schönenbuch,1444.0,119.0,426.0,270.0,440.0,160.0,29.0
1042,Therwil,9641.0,1114.0,3194.0,1758.0,2416.0,910.0,249.0
1043,Blauen,690.0,69.0,234.0,105.0,192.0,65.0,25.0
1044,Brislach,1595.0,145.0,430.0,279.0,540.0,120.0,81.0
1045,Burg im Leimental,257.0,36.0,66.0,42.0,80.0,0.0,33.0
1046,Dittingen,730.0,105.0,250.0,120.0,128.0,75.0,52.0
1047,Duggingen,1445.0,154.0,402.0,294.0,384.0,155.0,56.0
1048,Grellingen,1738.0,224.0,518.0,312.0,448.0,160.0,76.0
1049,Laufen,5228.0,810.0,1488.0,915.0,1116.0,590.0,309.0
1050,Liesberg,1171.0,169.0,354.0,225.0,264.0,90.0,69.0
1051,Nenzlingen,442.0,35.0,128.0,66.0,140.0,55.0,18.0
1052,Roggenburg,274.0,36.0,84.0,48.0,80.0,20.0,6.0
1053,Röschenz,1820.0,172.0,522.0,312.0,536.0,195.0,83.0
1054,Wahlen,1311.0,122.0,426.0,273.0,348.0,105.0,37.0
1055,Zwingen,2148.0,285.0,644.0,450.0,516.0,210.0,43.0
1056,Arisdorf,1580.0,128.0,546.0,270.0,376.0,135.0,125.0
1057,Augst,824.0,151.0,350.0,135.0,116.0,60.0,12.0
1058,Bubendorf,4365.0,390.0,1292.0,798.0,1080.0,540.0,265.0
1059,Frenkendorf,6113.0,976.0,1812.0,1077.0,1624.0,455.0,169.0
1060,Füllinsdorf,4258.0,662.0,1490.0,684.0,896.0,335.0,191.0
1061,Giebenach,969.0,97.0,336.0,174.0,212.0,85.0,65.0
1062,Hersberg,315.0,30.0,98.0,69.0,76.0,35.0,7.0
1063,Lausen,4784.0,559.0,1506.0,882.0,1184.0,500.0,153.0
1064,Liestal,13142.0,2013.0,3936.0,2310.0,3020.0,1265.0,598.0
1065,Lupsingen,1345.0,148.0,434.0,222.0,376.0,110.0,55.0
1066,Pratteln,14986.0,2322.0,4586.0,2784.0,3328.0,1325.0,641.0
1067,Ramlinsburg,682.0,59.0,222.0,114.0,180.0,75.0,32.0
1068,Seltisberg,1261.0,129.0,420.0,240.0,292.0,145.0,35.0
1069,Ziefen,1557.0,117.0,410.0,282.0,436.0,205.0,107.0
1070,Anwil,575.0,36.0,154.0,96.0,180.0,70.0,39.0
1071,Böckten,759.0,81.0,226.0,147.0,220.0,85.0,0.0
1072,Buckten,675.0,78.0,218.0,108.0,148.0,65.0,58.0
1073,Buus,936.0,93.0,270.0,156.0,228.0,105.0,84.0
1074,Diepflingen,573.0,64.0,200.0,72.0,156.0,75.0,6.0
1075,Gelterkinden,5692.0,774.0,1756.0,945.0,1424.0,525.0,268.0
1076,Häfelfingen,259.0,18.0,68.0,51.0,72.0,30.0,20.0
1077,Hemmiken,268.0,34.0,96.0,48.0,64.0,20.0,6.0
1078,Itingen,1977.0,173.0,622.0,399.0,532.0,200.0,51.0
1079,Känerkinden,481.0,47.0,170.0,90.0,108.0,30.0,36.0
1080,Kilchberg (BL),150.0,12.0,50.0,18.0,44.0,20.0,6.0
1081,Läufelfingen,1245.0,152.0,332.0,240.0,304.0,155.0,62.0
1082,Maisprach,937.0,97.0,300.0,177.0,228.0,105.0,30.0
1083,Nusshof,230.0,21.0,84.0,48.0,36.0,15.0,26.0
1084,Oltingen,457.0,54.0,126.0,69.0,88.0,95.0,25.0
1085,Ormalingen,1928.0,223.0,624.0,324.0,444.0,220.0,93.0
1086,Rickenbach (BL),552.0,64.0,172.0,114.0,116.0,55.0,31.0
1087,Rothenfluh,746.0,75.0,220.0,162.0,164.0,80.0,45.0
1088,Rümlingen,361.0,40.0,118.0,66.0,48.0,40.0,49.0
1089,Rünenberg,764.0,84.0,278.0,117.0,188.0,85.0,12.0
1090,Sissach,6161.0,894.0,1838.0,1236.0,1340.0,585.0,268.0
