,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
1125,Vilters-Wangs,4696,542,1320,801,1248,535,250
1126,Walenstadt,5540,805,1600,879,1324,605,327
1127,Amden,1746,302,612,240,388,135,69
1128,Benken (SG),2878,300,758,507,712,405,196
1129,Kaltbrunn,4705,556,1216,879,1248,585,221
1130,Schänis,3733,415,1080,588,956,460,234
1131,Weesen,1601,259,488,252,360,180,62
1132,Schmerikon,3681,449,1122,642,888,370,210
1133,Uznach,6246,746,1644,1041,1564,805,446
1134,Rapperswil-Jona,26593,4246,8390,4620,6268,2265,804
1135,Gommiswald,4970,661,1510,762,1160,625,252
1136,Eschenbach (SG),9108,973,2378,1599,2320,1200,638
1137,Ebnat-Kappel,4884,731,1464,747,1080,580,282
1138,Wildhaus-Alt St. Johann,2648,436,762,339,492,295,324
1139,Nesslau,3521,502,1110,507,664,410,328
1140,Hemberg,893,97,236,120,156,135,149
1141,Lichtensteig,1880,391,552,279,400,160,98
1142,Oberhelfenschwil,1268,125,334,189,260,210,150
1143,Neckertal,3964,499,1122,675,768,425,475
1144,Wattwil,8468,1181,2362,1344,1880,985,716
1145,Kirchberg (SG),8815,1025,2280,1449,2120,1310,631
1146,Lütisburg,1518,132,414,231,348,230,163
1147,Mosnang,2841,278,686,384,604,475,414
1148,Bütschwil-Ganterschwil,4674,547,1316,732,1064,670,345
1149,Degersheim,3922,533,986,618,836,490,459
1150,Flawil,10394,1464,2940,1701,2472,1145,672
1151,Jonschwil,3768,336,1068,567,1036,525,236
1152,Oberuzwil,6356,677,1782,1038,1572,775,512
1153,Uzwil,12629,1552,3438,2118,3172,1500,849
1154,Niederbüren,1513,125,332,198,384,260,214
1155,Niederhelfenschwil,3050,228,700,480,836,560,246
1156,Oberbüren,4249,432,1274,630,1064,560,289
1157,Zuzwil (SG),4771,483,1436,837,1304,495,216
1158,Wil (SG),23297,4029,6996,3687,4956,2235,1394
1159,Andwil (SG),1900,170,496,300,512,250,172
1160,Gaiserwald,8360,1014,2516,1326,2300,820,384
1161,Gossau (SG),17737,2607,5226,2817,4324,1865,898
1162,Waldkirch,3480,276,810,516,948,640,290
1163,Mutten,63,8,20,12,8,15,0
1164,Vaz/Obervaz,2693,533,832,441,620,195,72
1165,Lantsch/Lenz,530,116,162,81,124,35,12
1166,Schmitten (GR),240,45,92,39,44,20,0
1167,Bergün/Bravuogn,496,131,112,57,112,40,44
1168,Filisur,447,53,138,78,96,70,12
1169,Albula/Alvra,1311,207,392,234,248,150,80
1170,Surses,2334,462,742,402,412,245,71
1171,Brusio,1108,156,300,198,272,145,37
1172,Poschiavo,3439,506,868,585,904,460,116
1173,Falera,607,71,198,111,172,30,25
1174,Laax,1645,398,578,288,280,95,6
1175,Sagogn,697,106,178,108,208,85,12
1176,Schluein,598,112,184,111,148,35,8
1177,Vals,980,167,250,159,224,120,60
1178,Andiast,202,33,50,27,56,30,6
1179,Waltensburg/Vuorz,331,43,90,60,80,40,18
1180,Lumnezia,2032,336,616,327,384,255,114
1181,Ilanz/Glion,4532,708,1264,861,1124,400,175
1182,Fürstenau,340,46,94,57,100,30,13
1183,Rothenbrunnen,300,37,96,33,88,40,6
1184,Scharans,803,112,222,120,216,115,18
1185,Sils im Domleschg,917,120,278,162,184,110,63
1186,Cazis,2008,260,616,321,432,240,139
1187,Flerden,245,25,38,45,72,40,25
1188,Masein,473,36,122,66,116,80,53
1189,Thusis,3002,550,824,555,656,270,147
1190,Tschappina,127,13,42,39,28,5,0
1191,Urmein,145,25,58,36,16,10,0
1192,Safiental,895,123,234,120,168,135,115
1193,Domleschg,1939,253,544,342,460,240,100
1194,Avers,168,30,36,36,24,30,12
1195,Hinterrhein,67,10,20,12,4,15,6
1196,Nufenen,146,18,26,24,24,30,24
1197,Splügen,370,78,138,48,64,15,27
1198,Sufers,125,18,32,15,44,10,6
1199,Andeer,921,162,278,138,184,90,69
1200,Casti-Wergenstein,52,6,12,12,16,0,6
1201,Donat,214,25,44,36,40,50,19
1202,Lohn (GR),44,7,12,12,8,5,0
1203,Mathon,51,16,8,3,8,10,6
1204,Rongellen,61,3,14,6,16,10,12
1205,Zillis-Reischen,389,70,114,66,68,50,21
1206,Ferrera,79,23,30,9,12,5,0
1207,Bonaduz,3201,446,884,549,908,365,49
1208,Domat/Ems,8000,971,2346,1464,2076,815,328
1209,Rhäzüns,1451,152,398,210,468,175,48
1210,Felsberg,2521,257,658,519,732,270,85
1211,Flims,2697,580,982,459,480,160,36
1212,Tamins,1192,180,424,204,228,105,51
1213,Trin,1337,217,386,222,336,145,31
1214,Zernez,1521,242,466,243,400,145,25
1215,Samnaun,758,152,154,162,208,70,12
1216,Scuol,4554,768,1370,825,1128,370,93
1217,Valsot,875,110,260,147,216,95,47
1218,Bever,610,144,180,126,128,20,12
1219,Celerina/Schlarigna,1485,334,426,270,332,110,13
1220,Madulain,213,31,64,33,60,25,0
1221,Pontresina,2188,475,562,465,488,120,78
1222,La Punt-Chamues-ch,734,141,228,141,148,25,51
1223,Samedan,2948,624,916,513,692,160,43
1224,St. Moritz,5043,1351,1412,984,940,210,146
1225,S-chanf,694,125,228,108,156,65,12
1226,Sils im Engadin/Segl,701,169,174,180,148,30,0
1227,Silvaplana,1049,310,368,159,172,40,0
1228,Zuoz,1104,232,358,210,220,65,19
1229,Bregaglia,1519,274,412,288,336,185,24
1230,Buseno,92,19,30,12,16,15,0
1231,Castaneda,273,36,88,57,60,20,12
1232,Rossa,148,26,58,30,12,10,12
1233,Santa Maria in Calanca,109,31,50,12,16,0,0
1234,Lostallo,780,108,226,186,184,55,21
1235,Mesocco,1334,258,384,216,320,125,31
1236,Soazza,338,48,88,78,76,40,8
1237,Cama,570,83,150,165,112,45,15
1238,Grono,1004,152,288,177,240,80,67
1239,Leggia,161,23,54,21,36,15,12
1240,Roveredo (GR),2426,361,716,483,632,190,44
1241,San Vittore,774,125,200,189,196,50,14
1242,Verdabbio,155,31,48,15,40,15,6
1243,Calanca,190,49,56,45,24,10,6
1244,Val Müstair,1468,224,442,279,264,165,94
1245,Davos,10949,2425,3182,1878,2196,835,433
1246,Fideris,615,76,162,105,136,100,36
1247,Furna,214,20,52,18,36,45,43
1248,Jenaz,1152,150,382,228,244,110,38
1249,Klosters-Serneus,4432,841,1466,660,940,415,110
1250,Conters im Prättigau,221,32,64,24,60,15,26
1251,Küblis,857,146,252,132,208,70,49
1252,Luzein,1533,196,484,228,308,205,112
1253,Chur,34055,7320,11132,5895,6792,2245,671
1254,Churwalden,1962,355,608,372,436,120,71
1255,Arosa,3115,795,994,489,484,260,93
1256,Maladers,520,68,206,81,104,55,6
1257,Tschiertschen-Praden,322,60,114,66,56,20,6
1258,Haldenstein,1026,145,276,186,248,115,56
1259,Trimmis,3208,379,1034,567,844,295,89
1260,Untervaz,2475,297,740,405,692,220,121
1261,Zizers,3383,464,980,603,800,420,116
1262,Fläsch,686,84,218,135,172,45,32
1263,Jenins,893,99,274,132,216,110,62
1264,Maienfeld,2796,443,904,441,620,300,88
1265,Malans,2299,256,694,390,596,255,108
1266,Landquart,8747,1202,2618,1680,1976,825,446
1267,Grüsch,2022,266,596,270,540,295,55
1268,Schiers,2589,384,752,426,612,310,105
1269,Seewis im Prättigau,1392,170,382,237,308,170,125
1270,Breil/Brigels,1237,176,338,180,296,175,72
1271,Disentis/Mustér,2048,390,588,315,408,275,72
1272,Medel (Lucmagn),375,49,90,42,104,60,30
1273,Sumvitg,1188,161,342,153,264,190,78
1274,Tujetsch,1268,229,366,237,276,140,20
1275,Trun,1152,196,334,186,220,145,71
1276,Obersaxen Mundaun,1137,181,390,180,224,135,27
1277,Aarau,20367,4391,6466,3483,3812,1490,725
1278,Biberstein,1527,186,618,249,320,100,54
1279,Buchs (AG),7789,1196,2346,1377,1804,765,301
1280,Densbüren,693,83,236,135,156,70,13
1281,Erlinsbach (AG),4032,475,1446,657,1000,340,114
1282,Gränichen,7550,859,2460,1281,1864,725,361
1283,Hirschthal,1570,201,484,291,412,135,47
1284,Küttigen,6008,813,2000,951,1380,635,229
1285,Muhen,3814,425,1160,690,1020,320,199
1286,Oberentfelden,7628,1059,2362,1323,1732,790,362
1287,Suhr,9782,1423,2674,1641,2348,1200,496
1288,Unterentfelden,4018,599,1176,651,912,415,265
1289,Baden,18887,3525,6102,3375,4084,1305,496
1290,Bellikon,1541,224,556,264,376,85,36
1291,Bergdietikon,2739,341,962,519,648,180,89
1292,Birmenstorf (AG),2950,326,870,510,860,260,124
1293,Ennetbaden,3378,543,1104,591,712,310,118
1294,Fislisbach,5442,824,1750,927,1396,425,120
1295,Freienwil,1029,80,272,174,312,135,56
1296,Gebenstorf,5129,680,1730,858,1124,490,247
1297,Killwangen,1964,161,546,372,500,245,140
1298,Künten,1689,161,506,315,440,195,72
1299,Mägenwil,2094,226,558,351,608,235,116
1300,Mellingen,5298,756,1586,897,1220,585,254
1301,Neuenhof,8629,1299,2540,1482,2012,870,426
1302,Niederrohrdorf,3716,475,1256,615,996,260,114
1303,Oberrohrdorf,4032,534,1406,729,964,305,94
1304,Obersiggenthal,8540,1255,2548,1482,2136,750,369
1305,Remetschwil,2096,185,626,411,576,215,83
1306,Spreitenbach,11434,1447,2742,2208,2768,1410,859
1307,Stetten (AG),2195,197,604,426,652,200,116
1308,Turgi,2994,517,792,576,640,300,169
1309,Untersiggenthal,7106,947,2114,1218,1708,720,399
1310,Wettingen,20168,3855,6158,3447,4580,1545,583
1311,Wohlenschwil,1525,180,426,276,380,160,103
1312,Würenlingen,4575,530,1336,816,1224,435,234
1313,Würenlos,6270,680,1852,1134,1748,615,241
1314,Ehrendingen,4709,524,1470,867,1212,435,201
1315,Arni (AG),1845,172,568,321,552,195,37
1316,Berikon,4597,580,1458,798,1228,395,138
1317,Bremgarten (AG),7671,1204,2280,1371,1788,705,323
1318,Büttikon,992,98,312,207,244,95,36
1319,Dottikon,3866,485,1184,702,876,435,184
1320,Eggenwil,976,101,342,174,256,35,68
1321,Fischbach-Göslikon,1621,168,502,285,416,170,80
1322,Hägglingen,2411,269,708,447,576,260,151
1323,Jonen,2024,159,554,399,564,265,83
1324,Niederwil (AG),2825,289,838,531,696,275,196
1325,Oberlunkhofen,1963,231,664,354,524,140,50
1326,Oberwil-Lieli,2290,260,764,363,564,250,89
1327,Rudolfstetten-Friedlisberg,4447,566,1254,879,1112,385,251
1328,Sarmenstorf,2823,327,828,504,780,270,114
1329,Tägerig,1513,140,398,264,452,195,64
1330,Uezwil,460,53,154,39,140,50,24
1331,Unterlunkhofen,1345,176,426,243,340,130,30
1332,Villmergen,7092,975,2036,1389,1748,615,329
1333,Widen,3611,462,1300,627,788,315,119
1334,Wohlen (AG),15609,2122,4500,2676,3848,1590,873
1335,Zufikon,4366,507,1394,810,1124,345,186
1336,Islisberg,629,74,198,120,144,80,13
1337,Auenstein,1571,188,574,297,368,130,14
1338,Birr,4447,393,1140,756,1140,635,383
1339,Birrhard,691,92,252,147,124,70,6
1340,Bözen,739,96,242,129,112,90,70
1341,Brugg,11015,1709,3458,1869,2412,1045,522
1342,Effingen,597,61,208,99,144,70,15
1343,Elfingen,281,35,102,69,48,20,7
1344,Habsburg,424,49,150,84,68,60,13
1345,Hausen (AG),3452,427,1152,591,736,385,161
1346,Lupfig,2359,327,786,438,528,225,55
1347,Mandach,341,38,82,90,72,25,34
1348,Mönthal,385,36,192,54,60,25,18
1349,Mülligen,1044,128,340,213,244,65,54
1350,Remigen,1061,125,362,162,232,125,55
1351,Riniken,1464,175,476,258,320,190,45
1352,Rüfenach,866,45,278,162,220,115,46
1353,Scherz,650,77,232,111,160,50,20
1354,Schinznach-Bad,1305,200,410,240,304,85,66
1355,Thalheim (AG),820,77,298,138,188,85,34
1356,Veltheim (AG),1430,158,422,270,352,145,83
1357,Villigen,2021,242,690,333,464,195,97
1358,Villnachern,1602,159,538,219,448,145,93
1359,Windisch,7359,1128,2104,1146,1828,815,338
1360,Bözberg,1543,183,626,204,324,130,76
1361,Schinznach,2205,253,712,363,480,290,107
1362,Beinwil am See,3048,421,1032,489,676,290,140
1363,Birrwil,1175,187,520,165,164,95,44
1364,Burg (AG),1010,159,298,147,228,100,78
1365,Dürrenäsch,1202,149,344,207,320,145,37
1366,Gontenschwil,2080,267,718,348,428,215,104
1367,Holziken,1304,174,458,195,284,105,88
1368,Leimbach (AG),470,37,170,90,116,45,12
1369,Leutwil,768,86,252,114,184,95,37
1370,Menziken,5891,821,1686,993,1504,535,352
1371,Oberkulm,2626,306,810,468,676,240,126
1372,Reinach (AG),8148,1215,2244,1434,1780,865,610
1373,Schlossrued,827,87,270,141,156,110,63
1374,Schmiedrued,1156,136,330,192,256,135,107
1375,Schöftland,4166,662,1408,663,936,315,182
1376,Teufenthal (AG),1561,212,482,258,316,135,158
1377,Unterkulm,2982,376,906,498,760,270,172
1378,Zetzwil,1301,168,462,216,280,115,60
1379,Eiken,2222,266,718,411,496,195,136
1380,Frick,5264,706,1570,924,1224,555,285
1381,Gansingen,998,90,314,165,232,115,82
1382,Gipf-Oberfrick,3485,417,1006,654,960,335,113
1383,Herznach,1459,137,428,222,368,180,124
1384,Hornussen,954,140,256,183,228,60,87
1385,Kaisten,2555,282,796,492,660,225,100
1386,Laufenburg,3495,436,1108,576,848,390,137
1387,Münchwilen (AG),899,102,290,204,180,85,38
1388,Oberhof,592,59,160,78,148,105,42
1389,Oeschgen,960,110,280,171,264,90,45
1390,Schwaderloch,679,80,186,111,152,85,65
1391,Sisseln,1555,204,498,309,348,150,46
1392,Ueken,901,87,238,180,268,85,43
1393,Wittnau,1234,145,376,234,276,155,48
1394,Wölflinswil,1018,130,304,120,256,135,73
1395,Zeihen,1109,133,348,189,312,85,42
1396,Mettauertal,1917,254,694,291,436,165,77
1397,Ammerswil,683,59,198,138,184,60,44
1398,Boniswil,1371,174,418,279,348,125,27
1399,Brunegg,732,98,188,132,208,75,31
1400,Dintikon,2170,211,634,360,568,250,147
1401,Egliswil,1350,171,450,195,380,115,39
1402,Fahrwangen,2046,283,584,321,508,230,120
1403,Hallwil,865,125,282,165,188,60,45
1404,Hendschiken,1195,133,390,231,292,115,34
1405,Holderbank (AG),1169,166,406,210,236,100,51
1406,Hunzenschwil,3931,528,1182,705,948,360,208
1407,Lenzburg,9353,1726,2908,1569,1908,835,407
1408,Meisterschwanden,2846,349,980,555,660,220,82
1409,Möriken-Wildegg,4352,518,1276,723,1168,490,177
1410,Niederlenz,4643,464,1248,801,1384,510,236
1411,Othmarsingen,2701,329,758,546,712,275,81
1412,Rupperswil,5314,743,1646,876,1284,595,170
1413,Schafisheim,2975,320,890,570,672,330,193
1414,Seengen,3800,453,1126,702,968,435,116
1415,Seon,5037,650,1544,933,1196,465,249
1416,Staufen,3137,452,1052,531,740,300,62
1417,Abtwil,988,85,236,204,304,110,49
1418,Aristau,1406,158,458,240,364,125,61
1419,Auw,2043,204,530,327,568,310,104
1420,Beinwil (Freiamt),1097,128,282,159,252,185,91
1421,Besenbüren,613,50,160,120,144,85,54
1422,Bettwil,602,90,218,93,120,60,21
1423,Boswil,2787,384,780,504,644,285,190
1424,Bünzen,1033,121,316,147,244,130,75
1425,Buttwil,1200,104,326,198,372,150,50
1426,Dietwil,1291,169,382,207,340,105,88
1427,Geltwil,199,18,44,39,52,20,26
1428,Kallern,348,9,104,72,96,45,22
1429,Merenschwand,3410,332,910,564,956,480,168
1430,Mühlau,1089,143,316,180,252,140,58
1431,Muri (AG),7532,1008,2098,1254,1932,760,480
1432,Oberrüti,1560,119,392,273,528,210,38
1433,Rottenschwil,787,94,270,162,184,45,32
1434,Sins,4271,420,1106,696,1148,615,286
1435,Waltenschwil,2795,305,908,441,744,315,82
1436,Hellikon,797,78,240,171,172,75,61
1437,Kaiseraugst,5445,776,1706,960,1304,445,254
1438,Magden,3903,381,1230,678,1188,315,111
1439,Möhlin,10803,1267,3252,1836,2904,1065,479
1440,Mumpf,1364,209,476,252,292,115,20
1441,Obermumpf,1033,127,316,195,252,100,43
1442,Olsberg,357,36,160,48,72,35,6
1443,Rheinfelden,13187,2329,4430,2319,2640,985,484
1444,Schupfart,803,100,302,132,180,75,14
1445,Stein (AG),3104,482,958,549,692,220,203
1446,Wallbach,1907,221,648,354,528,120,36
1447,Wegenstetten,1064,99,314,168,276,105,102
1448,Zeiningen,2250,270,726,435,548,180,91
1449,Zuzgen,865,78,260,174,212,115,26
1450,Aarburg,7717,1127,2306,1536,1532,865,351
1451,Attelwil,284,34,90,21,76,45,18
1452,Bottenwil,789,81,278,126,208,90,6
1453,Brittnau,3824,434,1238,666,948,385,153
1454,Kirchleerau,831,115,286,135,176,90,29
1455,Kölliken,4287,515,1274,756,1032,490,220
1456,Moosleerau,893,103,214,198,188,130,60
1457,Murgenthal,2875,364,930,468,620,300,193
1458,Oftringen,13388,1912,4184,2403,2876,1380,633
1459,Reitnau,1260,139,324,222,320,155,100
1460,Rothrist,8696,1098,2730,1485,2128,815,440
1461,Safenwil,3705,513,1200,681,848,270,193
1462,Staffelbach,1100,118,358,240,232,120,32
1463,Strengelbach,4594,673,1410,849,1104,390,168
1464,Uerkheim,1351,168,460,273,272,100,78
1465,Vordemwald,1905,210,662,330,428,190,85
1466,Wiliberg,165,19,66,21,36,10,13
1467,Zofingen,11163,1955,3718,1887,2348,825,430
1468,Baldingen,272,21,72,69,88,10,12
1469,Böbikon,169,14,72,21,32,30,0
1470,Böttstein,3897,450,1234,645,952,360,256
1471,Döttingen,3809,496,1102,771,808,345,287
1472,Endingen,2572,253,688,465,636,345,185
1473,Fisibach,456,42,146,84,96,45,43
1474,Full-Reuenthal,870,90,230,165,236,85,64
1475,Kaiserstuhl,409,78,154,72,40,45,20
1476,Klingnau,3266,449,1078,534,708,270,227
1477,Koblenz,1607,225,474,303,336,165,104
1478,Leibstadt,1265,150,398,219,296,125,77
1479,Lengnau (AG),2656,282,704,426,728,375,141
1480,Leuggern,2109,248,708,333,468,215,137
1481,Mellikon,254,21,74,42,64,25,28
1482,Rekingen (AG),923,102,278,198,228,70,47
1483,Rietheim,735,58,194,147,172,125,39
1484,Rümikon,309,50,114,63,40,30,12
1485,Schneisingen,1352,163,474,279,308,100,28
1486,Siglistorf,614,73,194,129,144,40,34
1487,Tegerfelden,1193,146,366,219,292,100,70
1488,Wislikofen,356,34,112,78,76,30,26
1489,Bad Zurzach,4089,649,1266,693,864,335,282
1490,Arbon,14142,2573,4364,2499,2984,1200,522
1491,Dozwil,720,54,176,114,172,100,104
1492,Egnach,4650,425,1252,822,1200,600,351
1493,Hefenhofen,1225,120,330,204,264,215,92
1494,Horn,2568,474,898,375,580,170,71
1495,Kesswil,987,108,308,129,264,115,63
1496,Roggwil (TG),3033,266,826,477,808,455,201
1497,Romanshorn,10504,1679,3162,1734,2252,1105,572
1498,Salmsach,1445,161,436,231,392,135,90
1499,Sommeri,539,61,158,111,76,85,48
1500,Uttwil,1846,239,582,390,408,165,62
1501,Amriswil,13163,1826,3602,2235,3016,1425,1059
1502,Bischofszell,5859,924,1688,936,1472,535,304
1503,Erlen,3602,397,942,666,892,430,275
1504,Hauptwil-Gottshaus,1889,193,490,339,412,285,170
1505,Hohentannen,594,55,138,123,132,85,61
1506,Kradolf-Schönenberg,3489,464,1064,570,724,395,272
1507,Sulgen,3681,489,1140,591,736,445,280
1508,Zihlschlacht-Sitterdorf,2249,240,618,381,484,350,176
1509,Basadingen-Schlattingen,1805,189,572,228,496,195,125
1510,Diessenhofen,3739,582,1126,630,820,365,216
1511,Schlatt (TG),1643,184,500,357,380,160,62
1512,Aadorf,8782,1167,2792,1521,2076,865,361
1513,Felben-Wellhausen,2729,341,836,495,704,275,78
1514,Frauenfeld,24662,4178,7900,4284,5476,1940,884
1515,Gachnang,4205,400,1296,705,1120,435,249
1516,Hüttlingen,838,79,272,132,196,105,54
1517,Matzingen,2658,297,728,540,656,275,162
1518,Neunforn,986,98,366,162,268,80,12
1519,Stettfurt,1190,105,348,219,292,180,46
1520,Thundorf,1454,147,376,222,376,195,138
1521,Uesslingen-Buch,1075,108,322,213,256,120,56
1522,Warth-Weiningen,1251,129,462,222,296,75,67
1523,Altnau,2153,276,610,414,596,190,67
1524,Bottighofen,2171,300,786,381,480,175,49
1525,Ermatingen,3266,469,1122,543,740,245,147
1526,Gottlieben,325,72,98,63,56,30,6
1527,Güttingen,1555,178,444,267,364,225,77
1528,Kemmental,2438,246,722,405,632,260,173
1529,Kreuzlingen,21273,4135,6540,3921,4136,1685,856
1530,Langrickenbach,1277,137,384,225,308,160,63
1531,Lengwil,1670,152,468,330,416,160,144
1532,Münsterlingen,3297,530,958,588,796,270,155
1533,Tägerwilen,4463,539,1210,825,1260,440,189
1534,Wäldi,1040,120,316,174,228,130,72
1535,Affeltrangen,2502,242,718,387,580,350,225
1536,Bettwiesen,1162,163,308,213,264,165,49
1537,Bichelsee-Balterswil,2790,303,918,474,580,340,175
1538,Braunau,758,70,224,120,188,95,61
1539,Eschlikon,4257,523,1362,726,1056,385,205
1540,Fischingen,2648,332,854,369,592,345,156
1541,Lommis,1210,128,312,201,328,135,106
1542,Münchwilen (TG),5312,631,1360,1020,1364,600,337
1543,Rickenbach (TG),2745,436,868,468,612,175,186
1544,Schönholzerswilen,830,69,178,126,236,135,86
1545,Sirnach,7659,1088,2276,1314,1852,835,294
1546,Tobel-Tägerschen,1584,185,494,240,420,170,75
1547,Wängi,4555,471,1344,693,1228,515,304
1548,Wilen (TG),2466,222,638,423,760,335,88
1549,Wuppenau,1123,90,292,162,292,200,87
1550,Berlingen,873,144,354,144,164,55,12
1551,Eschenz,1705,228,516,291,400,140,130
1552,Herdern,1022,109,322,183,232,130,46
1553,Homburg,1533,138,474,258,348,195,120
1554,Hüttwilen,1691,175,506,258,428,200,124
1555,Mammern,651,98,168,120,172,60,33
1556,Müllheim,2907,353,872,516,656,355,155
1557,Pfyn,1934,228,560,351,464,240,91
1558,Raperswilen,387,58,128,48,84,55,14
1559,Salenstein,1277,189,454,258,228,115,33
1560,Steckborn,3701,643,1190,696,720,310,142
1561,Wagenhausen,1639,241,506,285,384,130,93
1562,Amlikon-Bissegg,1300,153,436,213,288,140,70
1563,Berg (TG),3271,369,860,486,876,460,220
1564,Birwinken,1332,139,394,186,288,185,140
1565,Bürglen (TG),3725,534,1170,612,828,380,201
1566,Bussnang,2258,230,634,438,472,310,174
1567,Märstetten,2784,360,768,540,640,325,151
1568,Weinfelden,11086,1844,3534,1761,2464,990,493
1569,Wigoltingen,2395,274,734,375,576,265,171
1570,Arbedo-Castione,4880,778,1316,1068,1200,380,138
1571,Bellinzona,17986,3595,4998,3864,3760,1295,474
1572,Cadenazzo,2802,370,602,630,736,330,134
1573,Camorino,2776,379,676,600,804,250,67
1574,Giubiasco,8663,1388,2416,1839,2020,685,315
1575,Gnosca,737,72,184,132,240,90,19
1576,Gorduno,813,121,152,195,212,75,58
1577,Gudo,827,153,226,165,220,45,18
1578,Isone,372,63,100,90,92,15,12
1579,Lumino,1438,219,376,327,332,135,49
1580,Moleno,123,8,36,27,24,15,13
1581,Monte Carasso,2860,425,758,654,756,235,32
1582,Pianezzo,592,87,200,141,112,40,12
1583,Preonzo,608,79,142,147,164,45,31
1584,Sant'Antonino,2439,276,720,582,580,205,76
1585,Sant'Antonio,233,55,76,39,48,15,0
1586,Sementina,3175,415,932,699,788,270,71
1587,Acquarossa,1829,320,546,279,376,190,118
1588,Blenio,1774,321,510,405,340,130,68
1589,Serravalle,2056,337,560,441,516,160,42
1590,Airolo,1500,306,430,273,300,150,41
1591,Bedretto,100,24,30,21,20,5,0
1592,Bodio,1025,193,280,204,184,100,64
1593,Dalpe,189,28,48,42,44,15,12
1594,Faido,2883,547,842,603,580,225,86
1595,Giornico,855,164,262,162,164,70,33
1596,Personico,334,53,78,72,92,25,14
1597,Pollegio,766,116,190,201,176,60,23
1598,Prato (Leventina),414,79,104,63,112,35,21
1599,Quinto,1032,160,290,222,192,110,58
1600,Ascona,5389,1355,1746,1020,944,265,59
1601,Brione (Verzasca),169,24,56,39,24,20,6
1602,Brione sopra Minusio,484,97,186,84,92,25,0
1603,Brissago,1712,409,634,279,260,110,20
1604,Corippo,14,9,2,3,0,0,0
1605,Frasco,107,20,30,9,32,10,6
1606,Gordola,4516,639,1244,957,1188,415,73
1607,Lavertezzo,1295,200,300,258,372,110,55
1608,Locarno,15823,3460,4594,3279,3124,1125,241
1609,Losone,6564,1112,1992,1425,1456,495,84
1610,Mergoscia,213,40,72,24,48,15,14
1611,Minusio,7128,1563,2238,1299,1504,410,114
1612,Muralto,2595,772,842,456,364,125,36
1613,Orselina,738,199,312,96,116,15,0
1614,Ronco sopra Ascona,593,163,232,84,84,30,0
1615,Sonogno,87,20,28,9,24,0,6
1616,Tenero-Contra,2997,558,814,594,652,270,109
1617,Vogorno,269,61,84,60,48,10,6
1618,Onsernone,685,146,270,105,96,55,13
1619,Cugnasco-Gerra,2894,358,762,588,848,255,83
1620,Agno,4468,786,1332,879,1008,340,123
1621,Aranno,367,44,74,72,116,55,6
1622,Arogno,988,165,244,192,204,145,38
1623,Astano,301,65,98,57,56,25,0
1624,Bedano,1565,143,390,366,480,135,51
1625,Bedigliora,634,77,156,144,164,65,28
1626,Bioggio,2612,393,718,600,568,245,88
1627,Bissone,895,188,278,216,156,35,22
1628,Brusino Arsizio,492,93,154,99,112,20,14
1629,Cademario,771,132,218,141,204,55,21
1630,Cadempino,1514,183,346,330,436,175,44
1631,Canobbio,2099,334,614,366,584,170,31
1632,Caslano,4322,710,1178,780,1116,350,188
1633,Comano,2063,275,524,369,612,215,68
1634,Croglio,865,170,218,204,172,75,26
1635,Cureglia,1341,173,374,321,320,125,28
1636,Curio,543,75,148,120,140,45,15
1637,Grancia,525,60,130,129,136,45,25
1638,Gravesano,1289,153,366,342,344,70,14
1639,Lamone,1769,274,430,423,452,140,50
1640,Lugano,62866,13386,17560,12678,12700,4690,1852
1641,Magliaso,1564,222,428,408,352,130,24
1642,Manno,1309,128,390,306,364,95,26
1643,Maroggia,658,137,210,102,144,35,30
1644,Massagno,6090,1364,1724,1074,1236,460,232
1645,Melano,1433,221,402,351,316,105,38
1646,Melide,1775,391,538,336,316,135,59
1647,Mezzovico-Vira,1362,144,348,267,388,155,60
1648,Miglieglia,308,41,98,42,72,30,25
1649,Monteggio,888,140,248,210,212,40,38
1650,Morcote,742,191,256,153,108,15,19
1651,Muzzano,792,128,204,165,200,80,15
1652,Neggio,326,41,82,75,92,30,6
1653,Novaggio,825,132,218,141,196,95,43
1654,Origlio,1459,160,316,297,452,180,54
1655,Paradiso,4008,1132,1118,657,704,290,107
1656,Ponte Capriasca,1869,222,452,363,532,230,70
1657,Ponte Tresa,793,201,282,147,112,45,6
1658,Porza,1600,228,430,312,444,180,6
1659,Pura,1388,181,394,255,388,135,35
1660,Rovio,831,135,214,207,200,45,30
1661,Savosa,2168,369,584,438,472,210,95
1662,Sessa,701,117,214,114,152,85,19
1663,Sorengo,1584,267,372,294,364,170,117
1664,Capriasca,6523,904,1694,1320,1620,665,320
1665,Torricella-Taverne,3029,335,802,705,756,305,126
1666,Vernate,575,97,154,153,124,35,12
1667,Vezia,1955,285,504,420,480,210,56
1668,Vico Morcote,381,74,110,72,72,35,18
1669,Collina d'Oro,4604,647,1212,978,1180,390,197
1670,Alto Malcantone,1398,200,358,279,348,135,78
1671,Monteceneri,4586,754,1158,1032,1096,410,136
1672,Balerna,3325,651,910,756,684,255,69
1673,Castel San Pietro,2108,300,626,408,540,165,69
1674,Chiasso,8043,2132,2330,1569,1340,490,182
1675,Coldrerio,2855,421,790,672,692,235,45
1676,Mendrisio,14842,2579,4246,3123,3380,1110,404
1677,Morbio Inferiore,4566,639,1350,990,1100,395,92
