,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
1676,Ollon,6874,1079,1970,1218,1712,665,230
1677,Ormont-Dessous,1111,275,348,174,196,80,38
1678,Ormont-Dessus,1443,262,486,228,300,110,57
1679,Rennaz,842,91,224,156,196,95,80
1680,Roche (VD),1643,198,402,282,460,180,121
1681,Villeneuve (VD),5621,861,1478,1092,1232,595,363
1682,Yvorne,1030,151,294,225,252,75,33
1683,Apples,1406,159,378,222,396,150,101
1684,Aubonne,3243,444,786,657,812,335,209
1685,Ballens,524,56,136,108,140,50,34
1686,Berolle,301,27,60,45,88,60,21
1687,Bière,1568,238,374,300,412,180,64
1688,Bougy-Villars,481,55,134,69,120,70,33
1689,Féchy,896,85,194,174,296,105,42
1690,Gimel,1928,238,532,387,496,200,75
1691,Longirod,469,53,128,99,136,35,18
1692,Marchissy,451,48,112,57,148,60,26
1693,Mollens (VD),300,31,88,60,80,15,26
1694,Montherod,503,45,126,105,144,50,33
1695,Saint-George,1006,111,258,186,284,85,82
1696,Saint-Livres,680,93,194,123,176,75,19
1697,Saint-Oyens,365,28,88,72,140,25,12
1698,Saubraz,422,28,66,93,140,60,35
1699,Avenches,4091,532,1002,855,996,420,286
1700,Cudrefin,1584,200,428,312,424,160,60
1701,Faoug,894,132,324,117,232,65,24
1702,Vully-les-Lacs,3064,417,980,567,700,250,150
1703,Bettens,571,57,130,111,168,70,35
1704,Bournens,415,35,110,54,140,70,6
1705,Boussens,982,64,220,222,344,105,27
1706,La Chaux (Cossonay),421,41,102,84,104,65,25
1707,Chavannes-le-Veyron,141,16,30,30,44,15,6
1708,Chevilly,298,39,76,45,112,20,6
1709,Cossonay,3813,540,974,717,1048,380,154
1710,Cottens (VD),478,43,114,81,152,60,28
1711,Cuarnens,479,43,142,78,136,50,30
1712,Daillens,999,103,250,228,296,70,52
1713,Dizy,229,18,52,42,68,30,19
1714,Eclépens,1090,106,316,243,260,135,30
1715,Ferreyres,319,18,90,54,84,60,13
1716,Gollion,917,122,292,162,220,90,31
1717,Grancy,403,39,104,75,108,65,12
1718,L'Isle,999,131,282,168,252,100,66
1719,Lussery-Villars,458,61,122,105,128,30,12
1720,Mauraz,60,5,18,12,12,0,13
1721,Mex (VD),720,83,224,159,152,50,52
1722,Moiry,313,39,78,54,68,35,39
1723,Mont-la-Ville,418,41,116,78,120,45,18
1724,Montricher,984,117,242,201,248,95,81
1725,Orny,344,36,88,63,112,45,0
1726,Pampigny,1122,120,290,240,260,175,37
1727,Penthalaz,3242,426,924,726,844,200,122
1728,Penthaz,1722,173,444,345,576,145,39
1729,Pompaples,809,95,190,129,232,100,63
1730,La Sarraz,2568,367,616,504,692,260,129
1731,Senarclens,482,53,86,114,112,95,22
1732,Sévery,231,25,66,42,72,20,6
1733,Sullens,1004,90,288,201,296,65,64
1734,Vufflens-la-Ville,1220,136,314,234,356,100,80
1735,Assens,1068,98,266,216,348,85,55
1736,Bercher,1200,131,318,204,312,180,55
1737,Bioley-Orjulaz,469,53,128,105,144,25,14
1738,Bottens,1262,111,330,234,408,120,59
1739,Bretigny-sur-Morrens,822,104,224,183,212,75,24
1740,Cugy (VD),2710,225,630,507,704,395,249
1741,Echallens,5696,662,1384,1140,1608,670,232
1742,Essertines-sur-Yverdon,979,93,228,192,320,95,51
1743,Etagnières,1115,136,272,210,368,85,44
1744,Fey,703,48,148,156,244,90,17
1745,Froideville,2556,259,662,504,724,300,107
1746,Morrens (VD),1088,85,262,210,312,115,104
1747,Oulens-sous-Echallens,571,54,132,117,172,90,6
1748,Pailly,537,51,122,99,168,55,42
1749,Penthéréaz,418,23,120,90,116,45,24
1750,Poliez-Pittet,844,78,172,141,248,105,100
1751,Rueyres,256,25,64,36,64,30,37
1752,Saint-Barthélemy (VD),720,66,194,132,216,80,32
1753,Villars-le-Terroir,1150,95,324,234,336,125,36
1754,Vuarrens,983,63,184,186,308,180,62
1755,Montilliez,1728,173,504,333,520,145,53
1756,Goumoëns,1066,85,216,201,352,150,62
1757,Bonvillars,490,51,158,78,132,65,6
1758,Bullet,641,112,222,90,148,45,24
1759,Champagne,1024,107,266,204,304,100,43
1760,Concise,969,145,284,189,272,55,24
1761,Corcelles-près-Concise,362,43,112,78,72,35,22
1762,Fiez,425,37,104,63,148,55,18
1763,Fontaines-sur-Grandson,210,20,48,48,52,25,17
1764,Giez,419,45,120,63,116,55,20
1765,Grandevent,229,18,68,48,56,15,24
1766,Grandson,3191,467,888,684,792,255,105
1767,Mauborget,119,21,50,12,16,20,0
1768,Mutrux,163,12,32,36,32,30,21
1769,Novalles,101,9,28,30,24,10,0
1770,Onnens (VD),475,50,132,102,140,45,6
1771,Provence,366,61,120,51,72,50,12
1772,Sainte-Croix,4807,1118,1394,735,872,415,273
1773,Tévenon,824,94,246,138,224,85,37
1774,Belmont-sur-Lausanne,3650,364,980,762,1052,375,117
1775,Cheseaux-sur-Lausanne,4296,531,1210,876,1180,385,114
1776,Crissier,7561,944,1908,1560,1936,820,393
1777,Epalinges,9242,1235,2310,1779,2608,935,375
1778,Jouxtens-Mézery,1469,93,334,279,484,205,74
1779,Lausanne,135339,32246,37044,25299,25252,10505,4993
1780,Le Mont-sur-Lausanne,7962,758,2062,1695,2172,920,355
1781,Paudex,1478,255,408,342,324,110,39
1782,Prilly,12055,2630,3532,2352,2360,840,341
1783,Pully,17890,3163,5302,3570,3896,1525,434
1784,Renens (VD),20789,3498,5398,4254,4596,1945,1098
1785,Romanel-sur-Lausanne,3257,500,916,636,840,275,90
1786,Chexbres,2178,392,580,459,476,185,86
1787,Forel (Lavaux),2077,251,586,399,572,190,79
1788,Lutry,9716,1478,2828,1764,2440,910,296
1789,Puidoux,2899,338,750,582,844,260,125
1790,Rivaz,352,49,106,75,76,40,6
1791,Saint-Saphorin (Lavaux),395,64,100,72,96,45,18
1792,Savigny,3281,392,858,696,884,340,111
1793,Bourg-en-Lavaux,5250,719,1614,936,1396,425,160
1794,Aclens,534,43,126,84,148,65,68
1795,Bremblens,547,31,128,90,152,80,66
1796,Buchillon,638,49,198,135,164,55,37
1797,Bussigny,8636,1045,2338,1902,2072,815,464
1798,Bussy-Chardonney,374,36,80,81,84,75,18
1799,Chavannes-près-Renens,7549,1068,1910,1563,1796,780,432
1800,Chigny,338,25,76,54,136,35,12
1801,Clarmont,189,33,54,33,40,10,19
1802,Denens,773,60,200,123,276,65,49
1803,Denges,1617,225,382,339,440,170,61
1804,Echandens,2720,410,840,450,656,255,109
1805,Echichens,2595,226,622,510,692,385,160
1806,Ecublens (VD),11598,1734,3030,2343,2860,1060,571
1807,Etoy,2787,274,522,702,832,325,132
1808,Lavigny,949,76,216,162,312,135,48
1809,Lonay,2485,328,570,432,696,305,154
1810,Lully (VD),793,71,162,171,236,110,43
1811,Lussy-sur-Morges,648,45,150,153,192,90,18
1812,Morges,15556,2894,4462,3018,3252,1230,700
1813,Préverenges,5275,717,1430,1095,1396,460,177
1814,Reverolle,382,32,78,90,116,40,26
1815,Romanel-sur-Morges,469,33,130,129,100,40,37
1816,Saint-Prex,5652,792,1454,1161,1592,435,218
1817,Saint-Sulpice (VD),4361,814,1240,936,996,255,120
1818,Tolochenaz,1874,247,498,405,488,145,91
1819,Vaux-sur-Morges,199,8,34,27,60,30,40
1820,Villars-Sainte-Croix,934,78,246,195,260,105,50
1821,Villars-sous-Yens,612,62,144,123,200,60,23
1822,Vufflens-le-Château,884,57,192,153,348,95,39
1823,Vullierens,483,66,142,96,108,65,6
1824,Yens,1363,141,322,288,392,160,60
1825,Boulens,377,35,82,90,80,45,45
1826,Bussy-sur-Moudon,207,25,66,51,44,15,6
1827,Chavannes-sur-Moudon,220,25,46,39,48,45,17
1828,Curtilles,318,40,92,60,84,30,12
1829,Dompierre (VD),259,27,72,60,48,45,7
1830,Hermenches,362,34,84,81,104,40,19
1831,Lovatens,141,21,40,30,32,0,18
1832,Lucens,4092,565,1054,795,928,450,300
1833,Moudon,6003,694,1318,1152,1536,755,548
1834,Ogens,304,30,84,45,60,60,25
1835,Prévonloup,160,24,58,18,32,20,8
1836,Rossenges,62,8,22,9,8,15,0
1837,Syens,149,21,36,30,40,10,12
1838,Villars-le-Comte,142,16,44,30,28,5,19
1839,Vucherens,582,70,132,111,148,95,26
1840,Montanaire,2590,326,666,483,664,325,126
1841,Arnex-sur-Nyon,223,18,48,36,84,25,12
1842,Arzier-Le Muids,2630,221,708,495,900,245,61
1843,Bassins,1350,130,308,213,440,150,109
1844,Begnins,1874,253,528,339,512,190,52
1845,Bogis-Bossey,899,43,202,144,340,120,50
1846,Borex,1125,106,256,219,352,155,37
1847,Chavannes-de-Bogis,1296,98,270,321,364,170,73
1848,Chavannes-des-Bois,956,54,142,186,340,170,64
1849,Chéserex,1217,150,332,255,280,145,55
1850,Coinsins,482,54,134,117,128,30,19
1851,Commugny,2832,183,548,498,948,425,230
1852,Coppet,3126,338,690,618,1000,355,125
1853,Crans-près-Céligny,2173,185,482,414,712,265,115
1854,Crassier,1147,110,246,198,408,130,55
1855,Duillier,1072,99,254,231,340,90,58
1856,Eysins,1597,143,362,366,524,150,52
1857,Founex,3778,297,690,702,1264,575,250
1858,Genolier,1912,130,458,342,600,270,112
1859,Gingins,1207,131,318,261,296,145,56
1860,Givrins,984,85,262,198,272,100,67
1861,Gland,13050,1570,3304,2907,3752,1135,382
1862,Grens,381,18,96,81,124,55,7
1863,Mies,1995,175,366,342,616,290,206
1864,Nyon,20341,3376,5500,4215,4704,1685,861
1865,Prangins,4057,424,920,804,1168,465,276
1866,La Rippe,1164,101,228,267,356,130,82
1867,Saint-Cergue,2521,490,724,546,492,205,64
1868,Signy-Avenex,566,53,130,96,132,90,65
1869,Tannay,1587,100,342,321,472,245,107
1870,Trélex,1399,74,292,261,508,210,54
1871,Le Vaud,1270,89,278,264,436,165,38
1872,Vich,1022,116,276,207,264,110,49
1873,L'Abergement,237,25,60,42,80,30,0
1874,Agiez,310,39,92,42,64,35,38
1875,Arnex-sur-Orbe,639,78,174,105,216,60,6
1876,Ballaigues,1050,145,262,180,256,130,77
1877,Baulmes,1051,147,284,228,256,110,26
1878,Bavois,925,107,204,198,272,95,49
1879,Bofflens,189,19,50,45,60,15,0
1880,Bretonnières,262,21,82,51,60,30,18
1881,Chavornay,4878,619,1248,969,1228,535,279
1882,Les Clées,180,22,56,33,36,15,18
1883,Croy,361,62,126,54,76,30,13
1884,Juriens,308,43,106,75,56,10,18
1885,Lignerolle,416,42,102,60,92,70,50
1886,Montcherand,481,48,114,105,168,40,6
1887,Orbe,6944,1035,1808,1398,1840,605,258
1888,La Praz,158,17,52,30,44,15,0
1889,Premier,210,24,78,21,72,15,0
1890,Rances,485,40,132,84,148,75,6
1891,Romainmôtier-Envy,549,81,172,78,144,55,19
1892,Sergey,137,10,32,33,24,30,8
1893,Valeyres-sous-Rances,629,47,154,123,200,60,45
1894,Vallorbe,3833,665,1098,654,868,420,128
1895,Vaulion,485,72,138,81,112,50,32
1896,Vuiteboeuf,584,67,132,123,148,65,49
1897,Corcelles-le-Jorat,457,71,118,96,104,40,28
1898,Essertes,347,36,100,90,96,25,0
1899,Maracon,475,66,142,60,148,35,24
1900,Montpreveyres,644,68,172,84,224,60,36
1901,Ropraz,456,41,126,84,116,55,34
1902,Servion,1886,183,512,348,584,165,94
1903,Vulliens,516,61,138,78,152,75,12
1904,Jorat-Menthue,1527,160,438,291,432,150,56
1905,Oron,5394,707,1380,1008,1424,550,325
1906,Jorat-Mézières,2830,364,716,459,760,370,161
1907,Champtauroz,128,14,36,27,24,15,12
1908,Chevroux,469,61,104,69,132,90,13
1909,Corcelles-près-Payerne,2423,290,568,447,612,340,166
1910,Grandcour,885,119,214,144,228,120,60
1911,Henniez,358,40,110,81,76,25,26
1912,Missy,351,38,100,78,84,45,6
1913,Payerne,9623,1560,2388,1866,2336,910,563
1914,Trey,269,33,66,27,84,35,24
1915,Treytorrens (Payerne),118,11,34,24,28,15,6
1916,Villarzel,416,53,142,60,108,35,18
1917,Valbroye,2974,353,790,582,764,335,150
1918,Château-d'Oex,3352,612,896,573,704,400,167
1919,Rossinière,527,60,166,84,108,45,64
1920,Rougemont,885,208,272,162,136,75,32
1921,Allaman,437,56,118,60,128,50,25
1922,Bursinel,487,33,120,108,148,45,33
1923,Bursins,735,90,184,174,200,55,32
1924,Burtigny,342,43,74,42,76,50,57
1925,Dully,638,45,152,126,168,100,47
1926,Essertines-sur-Rolle,691,57,152,114,204,100,64
1927,Gilly,1307,150,326,288,392,105,46
1928,Luins,603,79,168,123,132,75,26
1929,Mont-sur-Rolle,2648,272,552,447,856,315,206
1930,Perroy,1504,159,380,294,400,205,66
1931,Rolle,5780,799,1466,1296,1540,445,234
1932,Tartegnin,234,21,76,36,52,25,24
1933,Vinzel,369,41,74,66,140,30,18
1934,L'Abbaye,1479,250,458,237,336,130,68
1935,Le Chenit,4564,817,1376,813,944,415,199
1936,Le Lieu,865,161,250,171,180,85,18
1937,Blonay,6061,732,1630,1113,1836,595,155
1938,Chardonne,2767,472,874,564,552,235,70
1939,Corseaux,2228,365,772,381,492,140,78
1940,Corsier-sur-Vevey,3374,597,986,615,720,305,151
1941,Jongny,1533,161,496,243,400,185,48
1942,Montreux,24191,5265,7272,4542,4448,1730,934
1943,Saint-Légier-La Chiésaz,5040,484,1242,942,1496,650,226
1944,La Tour-de-Peilz,11685,2283,3268,2229,2568,1005,332
1945,Vevey,19558,4145,5246,3687,4004,1460,1016
1946,Veytaux,867,241,274,150,132,45,25
1947,Belmont-sur-Yverdon,378,36,76,87,116,45,18
1948,Bioley-Magnoux,225,20,70,42,48,30,15
1949,Chamblon,533,65,156,117,164,25,6
1950,Champvent,672,47,142,156,228,75,24
1951,Chavannes-le-Chêne,298,51,76,54,60,45,12
1952,Chêne-Pâquier,138,14,24,18,48,0,34
1953,Cheseaux-Noréaz,698,41,164,147,244,70,32
1954,Cronay,380,36,130,63,96,55,0
1955,Cuarny,240,19,50,51,76,20,24
1956,Démoret,145,12,52,39,32,10,0
1957,Donneloye,809,83,224,147,192,75,88
1958,Ependes (VD),361,43,84,78,104,40,12
1959,Mathod,605,45,134,96,152,105,73
1960,Molondin,232,14,72,54,52,15,25
1961,Montagny-près-Yverdon,716,55,172,123,200,100,66
1962,Oppens,194,18,32,48,44,20,32
1963,Orges,334,46,78,54,108,30,18
1964,Orzens,193,25,70,42,36,20,0
1965,Pomy,784,59,186,120,316,85,18
1966,Rovray,185,18,46,45,20,50,6
1967,Suchy,604,43,154,105,200,60,42
1968,Suscévaz,199,25,66,30,40,25,13
1969,Treycovagnes,451,43,126,111,112,35,24
1970,Ursins,218,23,66,51,52,20,6
1971,Valeyres-sous-Montagny,705,79,180,144,192,65,45
1972,Valeyres-sous-Ursins,238,23,62,33,68,40,12
1973,Villars-Epeney,106,3,18,36,28,15,6
1974,Vugelles-La Mothe,122,11,26,24,28,10,23
1975,Yverdon-les-Bains,29759,5211,7652,5649,6588,2890,1769
1976,Yvonand,3294,488,854,624,844,300,184
1977,Brig-Glis,12746,2057,3636,2310,2988,1295,460
1978,Eggerberg,339,47,102,90,64,30,6
1979,Naters,9847,1491,3152,1689,2220,960,335
1980,Ried-Brig,2079,219,582,348,616,270,44
1981,Simplon,304,40,76,54,84,50,0
1982,Termen,909,97,232,147,256,120,57
1983,Zwischbergen,77,26,24,15,12,0,0
1984,Ardon,3079,339,758,618,844,355,165
1985,Chamoson,3714,554,1152,687,848,295,178
1986,Conthey,8586,1147,2520,1644,1964,815,496
1987,Nendaz,6449,979,1906,1191,1564,510,299
1988,Vétroz,6219,651,1468,1242,1696,805,357
1989,Bagnes,8017,1528,2224,1515,1728,740,282
1990,Bourg-Saint-Pierre,166,32,54,30,40,10,0
1991,Liddes,762,114,192,150,136,120,50
1992,Orsières,3177,467,786,546,728,435,215
1993,Sembrancher,1023,200,272,180,212,90,69
1994,Vollèges,1991,251,476,342,512,330,80
1995,Bellwald,381,67,130,54,84,40,6
1996,Binn,139,28,32,9,44,20,6
1997,Ernen,499,105,176,81,92,30,15
1998,Fiesch,903,178,286,171,176,80,12
1999,Fieschertal,332,47,88,48,108,35,6
2000,Lax,308,54,106,33,52,50,13
2001,Obergoms,652,118,200,105,144,55,30
2002,Goms,1189,202,440,159,232,110,46
2003,Ayent,3916,617,1192,720,888,390,109
2004,Evolène,1695,365,516,279,380,130,25
2005,Hérémence,1341,227,544,216,212,115,27
2006,Saint-Martin (VS),796,154,270,99,144,105,24
2007,Vex,1790,304,498,318,408,170,92
2008,Mont-Noble,1050,244,398,165,152,65,26
2009,Agarn,749,83,188,132,232,70,44
2010,Albinen,243,53,90,30,32,25,13
2011,Ergisch,185,33,62,15,52,10,13
2012,Inden,107,28,40,12,12,15,0
2013,Leuk,3871,573,1174,660,892,435,137
2014,Leukerbad,1401,349,418,246,280,70,38
2015,Oberems,123,24,28,15,36,20,0
2016,Salgesch,1498,218,404,264,372,165,75
2017,Varen,616,105,200,126,140,25,20
2018,Guttet-Feschel,417,69,130,57,84,65,12
2019,Gampel-Bratsch,1940,293,602,363,436,220,26
2020,Turtmann-Unterems,1098,150,340,186,256,110,56
2021,Bovernier,902,130,278,153,204,125,12
2022,Charrat,1778,200,450,402,476,195,55
2023,Fully,8646,1194,2174,1758,2192,925,403
2024,Isérables,827,176,224,171,156,75,25
2025,Leytron,3139,480,1084,564,736,205,70
2026,Martigny,17787,3093,5004,3372,3840,1655,823
2027,Martigny-Combe,2295,452,654,378,532,210,69
2028,Riddes,2997,422,884,558,716,250,167
2029,Saillon,2540,357,674,468,692,290,59
2030,Saxon,5693,803,1450,1194,1416,485,345
2031,Trient,179,40,48,33,28,30,0
2032,Champéry,1340,242,476,234,220,130,38
2033,Collombey-Muraz,8959,1060,2122,1872,2572,940,393
2034,Monthey,17367,2162,4042,3543,3928,1980,1712
2035,Port-Valais,3498,468,978,678,828,365,181
2036,Saint-Gingolph,894,171,264,165,172,85,37
2037,Troistorrents,4562,630,1318,855,1040,460,259
2038,Val-d'Illiez,1879,308,582,330,412,130,117
2039,Vionnaz,2630,390,774,483,620,270,93
2040,Vouvry,4089,511,1016,828,1028,410,296
2041,Bister,32,6,8,9,4,5,0
2042,Bitsch,973,108,252,198,268,135,12
2043,Grengiols,430,51,110,87,84,65,33
2044,Riederalp,481,73,156,69,128,55,0
2045,Ausserberg,620,84,188,72,144,105,27
2046,Blatten,294,45,84,54,72,20,19
2047,Bürchen,708,101,246,129,144,70,18
2048,Eischoll,435,62,144,87,120,15,7
2049,Ferden,251,51,64,39,72,25,0
2050,Kippel,327,46,106,39,96,40,0
2051,Niedergesteln,698,75,210,138,224,45,6
2052,Raron,1923,223,518,333,500,235,114
2053,Unterbäch,418,61,140,69,104,30,14
2054,Wiler (Lötschen),565,73,126,75,160,100,31
2055,Mörel-Filet,677,102,222,126,156,65,6
2056,Steg-Hohtenn,1555,237,500,336,328,110,44
2057,Bettmeralp,449,104,118,81,124,15,7
2058,Collonges,771,161,230,99,200,75,6
2059,Dorénaz,917,118,238,189,204,120,48
2060,Evionnaz,1218,162,356,228,272,135,65
2061,Finhaut,383,107,106,75,44,45,6
2062,Massongex,1777,230,416,354,500,165,112
2063,Saint-Maurice,4439,501,954,789,1144,505,546
2064,Salvan,1346,277,442,192,292,100,43
2065,Vernayaz,1861,269,488,366,476,185,77
2066,Vérossaz,747,83,220,129,192,85,38
2067,Chalais,3487,511,910,636,944,350,136
2068,Chippis,1561,208,420,324,420,145,44
2069,Grône,2393,338,676,462,632,150,135
2070,Icogne,563,86,170,87,136,60,24
2071,Lens,4094,687,1308,738,768,415,178
2072,Miège,1333,156,324,258,316,225,54
2073,Saint-Léonard,2295,255,580,501,656,205,98
2074,Sierre,16560,2858,4516,3321,3636,1500,729
2075,Venthône,1252,166,346,204,316,160,60
2076,Veyras,1807,244,486,342,468,235,32
2077,Anniviers,2701,563,836,444,540,240,78
2078,Crans-Montana,9318,1792,2768,1773,1940,755,290
2079,Arbaz,1246,184,402,189,312,105,54
2080,Grimisuat,3287,366,800,567,1040,385,129
2081,Savièse,7528,1105,2190,1389,1872,760,212
2082,Sion,33742,6167,9172,6432,7400,2990,1581
2083,Veysonnaz,593,106,204,78,136,55,14
2084,Baltschieder,1323,118,322,252,416,190,25
2085,Eisten,194,36,58,21,52,15,12
2086,Embd,279,31,84,60,84,20,0
2087,Grächen,1289,239,340,264,296,120,30
2088,Lalden,666,68,156,117,200,100,25
2089,Randa,442,57,114,72,132,55,12
2090,Saas-Almagell,376,59,82,63,124,30,18
2091,Saas-Balen,346,56,92,63,120,15,0
2092,Saas-Fee,1578,370,440,243,384,125,16
2093,Saas-Grund,1017,146,290,186,332,45,18
2094,St. Niklaus,2195,259,588,378,592,275,103
2095,Stalden (VS),1087,156,350,186,308,45,42
2096,Staldenried,541,60,162,90,148,75,6
2097,Täsch,1287,195,280,312,380,80,40
2098,Törbel,463,66,138,75,108,70,6
2099,Visp,7747,1231,2334,1359,1848,650,325
2100,Visperterminen,1351,151,384,204,408,170,34
2101,Zeneggen,280,40,74,36,76,40,14
2102,Zermatt,5578,1306,1504,1020,1292,305,151
2103,Bevaix,3744,525,1080,780,1032,245,82
2104,Boudry,6003,995,1574,1209,1548,430,247
2105,Corcelles-Cormondrèche,4694,649,1232,867,1288,420,238
2106,Cortaillod,4718,761,1366,795,1320,360,116
2107,Fresens,244,26,70,27,56,35,30
2108,Gorgier,1997,265,610,378,492,180,72
2109,Montalchez,240,25,60,36,64,30,25
2110,Peseux,5717,1130,1484,981,1488,485,149
2111,Rochefort,1266,156,396,210,328,120,56
2112,Saint-Aubin-Sauges,2353,432,704,459,532,190,36
2113,Vaumarcus,268,32,86,42,72,30,6
2114,Milvignes,8914,1314,2656,1569,2280,835,260
2115,La Chaux-de-Fonds,37850,7763,10174,7215,8384,3050,1264
2116,Les Planchettes,202,25,74,27,20,35,21
2117,La Sagne,952,146,266,150,248,80,62
2118,Les Brenets,1039,187,330,186,196,120,20
2119,La Brévine,621,102,218,81,112,90,18
2120,Brot-Plamboz,263,25,68,51,64,25,30
2121,Le Cerneux-Péquignot,311,31,80,39,84,70,7
2122,La Chaux-du-Milieu,487,41,132,60,120,100,34
2123,Le Locle,10175,1951,2882,1785,2280,835,442
2124,Les Ponts-de-Martel,1264,150,372,204,284,175,79
2125,Cornaux,1574,229,454,360,384,110,37
2126,Cressier (NE),1841,230,502,429,496,150,34
2127,Enges,274,34,90,42,92,10,6
2128,Hauterive (NE),2623,488,812,444,572,240,67
2129,Le Landeron,4591,707,1304,909,1104,365,202
2130,Lignières,950,129,232,144,304,110,31
2131,Neuchâtel,32486,7450,9428,5913,6216,2385,1094
2132,Saint-Blaise,3202,505,950,591,732,310,114
2133,La Tène,4890,669,1252,939,1300,505,225
2134,Valangin,502,49,100,135,124,70,24
2135,Val-de-Ruz,16745,2159,4418,2952,4812,1755,649
2136,La Côte-aux-Fées,422,94,118,54,80,45,31
2137,Les Verrières,707,136,186,96,144,95,50
2138,Val-de-Travers,10499,2010,3148,1752,2240,875,474
2139,Aire-la-Ville,1159,70,206,222,400,170,91
2140,Anières,2249,148,384,411,616,365,325
2141,Avully,1751,159,400,375,448,215,154
2142,Avusy,1426,93,284,288,432,190,139
2143,Bardonnex,2192,209,468,480,524,250,261
2144,Bellevue,3115,225,528,669,832,475,386
2145,Bernex,9805,998,2208,2010,2484,1170,935
2146,Carouge (GE),21281,3643,4784,4521,4596,2160,1577
2147,Cartigny,948,63,190,180,256,125,134
2148,Céligny,760,75,140,156,208,115,66
2149,Chancy,1664,108,244,282,540,215,275
2150,Chêne-Bougeries,11287,1412,2388,1971,2792,1390,1334
2151,Chêne-Bourg,8558,1179,1848,1833,1936,935,827
2152,Choulex,1133,123,222,213,296,140,139
2153,Collex-Bossy,1647,106,324,306,480,270,161
2154,Collonge-Bellerive,7939,515,1470,1320,2216,1285,1133
2155,Cologny,5353,546,1130,1047,1288,715,627
2156,Confignon,4542,356,866,786,1376,645,513
2157,Corsier (GE),2041,163,376,396,552,265,289
2158,Dardagny,1757,168,286,351,448,285,219
2159,Genève,187816,41907,44794,36420,35440,16080,13175
2160,Genthod,2667,159,538,471,780,405,314
2161,Le Grand-Saconnex,11482,1270,2278,2319,2920,1525,1170
2162,Gy,476,36,78,114,84,75,89
2163,Hermance,991,73,170,177,264,135,172
2164,Jussy,1282,88,230,252,308,130,274
2165,Laconnex,678,38,164,108,204,65,99
2166,Lancy,31283,4115,6698,6405,7796,3520,2749
2167,Meinier,2126,219,444,336,488,300,339
2168,Meyrin,23238,2886,4806,4635,5072,2840,2999
2169,Onex,18474,2722,4188,3594,4248,1995,1727
2170,Perly-Certoux,3041,323,722,588,776,305,327
2171,Plan-les-Ouates,10560,754,1800,1953,3188,1685,1180
2172,Pregny-Chambésy,3536,287,644,663,1080,440,422
2173,Presinge,592,59,116,99,164,80,74
2174,Puplinge,2416,274,624,531,612,200,175
2175,Russin,543,48,112,84,172,50,77
2176,Satigny,4003,299,642,660,1128,495,779
2177,Soral,778,60,154,153,172,150,89
2178,Thônex,13826,1912,2938,2598,3112,1785,1481
2179,Troinex,2355,179,424,504,676,315,257
2180,Vandoeuvres,2470,155,410,438,632,430,405
2181,Vernier,33728,4063,6820,6471,7904,4150,4320
2182,Versoix,12449,1327,2450,2544,3204,1570,1354
2183,Veyrier,11056,786,1910,2001,3244,1845,1270
2184,Boécourt,913,114,236,159,200,145,59
2185,Bourrignon,260,24,86,60,48,30,12
2186,Châtillon (JU),474,49,134,63,108,60,60
2187,Corban,472,54,126,72,132,75,13
2188,Courchapoix,427,61,98,66,136,60,6
2189,Courrendlin,2936,409,836,546,728,305,112
2190,Courroux,3214,402,890,570,820,405,127
2191,Courtételle,2559,337,720,495,656,275,76
2192,Delémont,12374,2332,3580,2190,2588,1205,479
2193,Develier,1354,154,354,192,384,225,45
2194,Ederswiler,119,22,36,15,24,10,12
2195,Mervelier,489,63,146,99,100,55,26
2196,Mettembert,105,17,30,18,40,0,0
2197,Movelier,413,64,152,72,64,40,21
2198,Pleigne,351,56,96,42,76,75,6
2199,Rebeuvelier,386,34,120,45,120,30,37
2200,Rossemaison,641,57,178,129,184,75,18
2201,Saulcy,263,25,88,39,68,30,13
2202,Soyhières,440,68,166,75,104,15,12
2203,Vellerat,65,9,24,12,20,0,0
2204,Haute-Sorne,6777,887,1872,1167,1688,810,353
2205,Val Terbi,2677,307,770,456,696,370,78
2206,Le Bémont (JU),313,30,94,45,68,40,36
2207,Les Bois,1237,159,322,186,304,145,121
2208,Les Breuleux,1523,213,372,282,336,200,120
2209,La Chaux-des-Breuleux,81,10,22,12,16,15,6
2210,Les Enfers,137,18,32,21,24,30,12
2211,Les Genevez (JU),492,71,150,63,132,70,6
2212,Lajoux (JU),655,90,172,129,160,55,49
2213,Montfaucon,589,79,188,93,116,70,43
2214,Muriaux,488,68,126,57,108,50,79
2215,Le Noirmont,1831,287,492,330,428,220,74
2216,Saignelégier,2530,393,650,450,596,295,146
2217,Saint-Brais,225,34,46,27,68,50,0
2218,Soubey,130,19,40,27,24,5,15
2219,Alle,1808,237,452,309,432,245,133
2220,Beurnevésin,119,29,40,15,20,15,0
2221,Boncourt,1197,231,340,240,280,70,36
2222,Bonfol,651,132,232,99,96,65,27
2223,Bure,657,89,196,99,164,90,19
2224,Coeuve,725,59,180,108,216,90,72
2225,Cornol,1005,147,266,171,280,115,26
2226,Courchavon,293,31,72,45,88,45,12
2227,Courgenay,2259,346,622,396,580,230,85
2228,Courtedoux,773,89,240,147,184,95,18
2229,Damphreux,184,28,46,33,52,25,0
2230,Fahy,359,47,126,39,80,55,12
2231,Fontenais,1650,217,454,270,408,220,81
2232,Grandfontaine,387,42,98,90,52,40,65
