,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
1134,Gonten,1383,141,306,162,300,240,234
1135,Rüte,3425,341,730,456,852,665,381
1136,Schlatt-Haslen,1100,103,254,171,188,205,179
1137,Schwende,2160,193,428,327,500,505,207
1138,Oberegg,1857,229,554,291,364,240,179
1139,Häggenschwil,1203,101,264,153,372,205,108
1140,Muolen,1153,99,300,147,292,185,130
1141,St. Gallen,72523,15921,21966,11817,13688,5750,3381
1142,Wittenbach,9467,1323,2934,1608,2212,935,455
1143,Berg (SG),834,66,232,138,184,125,89
1144,Eggersriet,2215,234,642,378,532,300,129
1145,Goldach,9140,1388,2892,1584,2000,970,306
1146,Mörschwil,3549,308,1026,570,940,490,215
1147,Rorschach,8770,1863,2326,1374,1564,990,653
1148,Rorschacherberg,6875,966,2220,1260,1524,660,245
1149,Steinach,3428,520,1088,573,768,345,134
1150,Tübach,1310,161,378,171,368,150,82
1151,Untereggen,1020,74,222,186,276,195,67
1152,Au (SG),7161,1043,2098,1272,1616,695,437
1153,Balgach,4475,554,1340,750,1088,515,228
1154,Berneck,3765,483,1072,657,952,460,141
1155,Diepoldsau,5871,567,1512,1056,1564,785,387
1156,Rheineck,3206,511,936,495,744,365,155
1157,St. Margrethen,5608,762,1460,1005,1280,685,416
1158,Thal,6327,861,1878,1077,1504,665,342
1159,Widnau,9020,1089,2478,1539,2412,990,512
1160,Altstätten,10905,1455,3006,1773,2292,1380,999
1161,Eichberg,1488,150,352,282,428,220,56
1162,Marbach (SG),2088,200,512,405,584,280,107
1163,Oberriet (SG),8416,863,2062,1359,2312,1130,690
1164,Rebstein,4375,580,1178,735,1072,460,350
1165,Rüthi (SG),2126,249,634,396,368,295,184
1166,Buchs (SG),11638,1790,3196,1881,2432,1270,1069
1167,Gams,3179,338,834,480,784,470,273
1168,Grabs,6904,764,1924,1056,1720,825,615
1169,Sennwald,5004,658,1486,801,1268,545,246
1170,Sevelen,4600,602,1220,834,1016,560,368
1171,Wartau,5178,687,1420,837,1276,575,383
1172,Bad Ragaz,5599,1017,1644,963,1208,520,247
1173,Flums,4808,590,1098,777,1216,700,427
1174,Mels,8443,911,2186,1434,2108,1195,609
1175,Pfäfers,1516,194,394,234,292,300,102
1176,Quarten,2763,419,884,366,572,345,177
1177,Sargans,5883,855,1802,1071,1216,605,334
1178,Vilters-Wangs,4506,516,1124,759,1216,620,271
1179,Walenstadt,5426,784,1462,894,1328,645,313
1180,Amden,1683,294,538,252,380,130,89
1181,Benken (SG),2768,258,698,474,696,430,212
1182,Kaltbrunn,4525,483,1122,795,1168,630,327
1183,Schänis,3641,377,978,672,924,450,240
1184,Weesen,1545,266,458,207,356,160,98
1185,Schmerikon,3417,413,1010,639,896,305,154
1186,Uznach,6046,701,1626,1011,1512,795,401
1187,Rapperswil-Jona,26234,4061,8134,4497,6208,2260,1074
1188,Gommiswald,4906,602,1454,783,1136,605,326
1189,Eschenbach (SG),8782,911,2258,1437,2360,1195,621
1190,Ebnat-Kappel,4834,673,1474,792,1076,595,224
1191,Wildhaus-Alt St. Johann,2638,424,750,354,492,285,333
1192,Nesslau,3540,457,1034,504,688,490,367
1193,Hemberg,902,87,248,138,124,175,130
1194,Lichtensteig,1924,407,534,270,424,195,94
1195,Oberhelfenschwil,1300,141,302,186,288,185,198
1196,Neckertal,3978,492,1036,630,832,450,538
1197,Wattwil,8205,1118,2346,1212,1788,1070,671
1198,Kirchberg (SG),8362,933,2060,1467,2056,1170,676
1199,Lütisburg,1418,115,368,222,300,255,158
1200,Mosnang,2782,257,648,381,576,515,405
1201,Bütschwil-Ganterschwil,4444,475,1116,696,996,745,416
1202,Degersheim,3880,514,946,612,832,560,416
1203,Flawil,10154,1422,2766,1677,2424,1190,675
1204,Jonschwil,3714,344,984,564,1032,560,230
1205,Oberuzwil,6121,649,1688,1011,1408,860,505
1206,Uzwil,12552,1534,3430,2112,3028,1590,858
1207,Niederbüren,1486,108,332,222,380,235,209
1208,Niederhelfenschwil,2903,209,612,474,784,550,274
1209,Oberbüren,4130,401,1172,669,1000,630,258
1210,Zuzwil (SG),4699,424,1356,765,1400,530,224
1211,Wil (SG),22782,3877,6932,3501,4776,2365,1331
1212,Andwil (SG),1910,165,476,261,552,280,176
1213,Gaiserwald,7969,924,2376,1284,2140,815,430
1214,Gossau (SG),17819,2495,5178,2808,4168,2125,1045
1215,Waldkirch,3450,263,726,558,908,605,390
1216,Alvaschein,142,13,48,21,28,20,12
1217,Mon,89,8,28,15,12,20,6
1218,Mutten,70,9,20,3,16,15,7
1219,Stierva,131,16,40,12,32,25,6
1220,Tiefencastel,253,32,62,66,60,20,13
1221,Vaz/Obervaz,2604,497,782,483,592,200,50
1222,Alvaneu,400,66,132,54,92,30,26
1223,Brienz/Brinzauls,126,28,38,9,28,5,18
1224,Lantsch/Lenz,522,100,156,81,140,45,0
1225,Schmitten (GR),246,46,96,33,40,25,6
1226,Surava,194,32,52,42,40,15,13
1227,Bergün/Bravuogn,450,89,98,87,92,60,24
1228,Filisur,434,60,118,87,112,45,12
1229,Bivio,195,47,54,33,44,10,7
1230,Cunter,248,43,80,39,64,15,7
1231,Marmorera,31,4,10,9,8,0,0
1232,Mulegns,28,5,12,6,0,5,0
1233,Riom-Parsonz,290,57,84,27,68,30,24
1234,Salouf,214,30,50,30,48,50,6
1235,Savognin,994,201,308,171,176,125,13
1236,Sur,78,23,28,9,12,0,6
1237,Tinizong-Rona,323,49,100,63,72,20,19
1238,Brusio,1098,144,266,219,276,145,48
1239,Poschiavo,3405,466,844,690,888,425,92
1240,Castrisch,378,62,122,90,84,20,0
1241,Falera,591,64,182,105,188,25,27
1242,Ilanz,2265,354,602,465,540,250,54
1243,Laax,1504,345,510,273,248,110,18
1244,Ladir,107,19,36,15,20,5,12
1245,Luven,180,26,34,21,52,40,7
1246,Pitasch,99,11,40,3,20,25,0
1247,Riein,66,9,18,24,4,5,6
1248,Ruschein,331,59,92,51,88,35,6
1249,Sagogn,668,99,172,96,224,65,12
1250,Schluein,515,105,148,84,116,45,17
1251,Schnaus,116,17,28,9,36,20,6
1252,Sevgein,196,16,48,60,44,10,18
1253,Duvin,83,6,18,3,28,10,18
1254,St. Martin,35,3,10,6,4,0,12
1255,Vals,951,169,246,156,212,115,53
1256,Andiast,207,36,36,24,52,45,14
1257,Obersaxen,809,127,236,150,164,105,27
1258,Pigniu,26,5,6,6,4,5,0
1259,Rueun,425,64,96,69,108,70,18
1260,Siat,158,18,40,30,44,20,6
1261,Waltensburg/Vuorz,333,43,92,51,68,60,19
1262,Mundaun,297,50,96,57,52,35,7
1263,Lumnezia,2075,292,548,357,456,300,122
1264,Almens,225,32,56,39,64,10,24
1265,Fürstenau,362,48,106,51,108,35,14
1266,Paspels,472,51,120,69,132,75,25
1267,Pratval,254,33,66,63,60,20,12
1268,Rodels,267,41,102,48,56,20,0
1269,Rothenbrunnen,300,37,96,39,72,50,6
1270,Scharans,801,95,180,132,192,135,67
1271,Sils im Domleschg,884,104,284,174,192,75,55
1272,Cazis,2055,238,588,327,504,270,128
1273,Flerden,221,21,40,30,64,35,31
1274,Masein,443,36,92,87,100,85,43
1275,Thusis,2894,475,824,549,612,290,144
1276,Tschappina,136,16,38,24,48,10,0
1277,Urmein,126,19,66,18,12,5,6
1278,Tomils,716,105,154,129,156,95,77
1279,Safiental,908,109,240,111,176,135,137
1280,Avers,171,30,38,27,44,20,12
1281,Hinterrhein,63,8,12,9,8,20,6
1282,Nufenen,150,14,28,21,28,35,24
1283,Splügen,390,72,150,48,68,25,27
1284,Sufers,127,19,28,18,32,30,0
1285,Andeer,884,157,278,138,160,75,76
1286,Casti-Wergenstein,53,10,10,6,16,5,6
1287,Donat,204,24,46,21,56,25,32
1288,Lohn (GR),40,7,6,9,8,10,0
1289,Mathon,50,10,8,3,12,5,12
1290,Rongellen,57,6,8,18,20,5,0
1291,Zillis-Reischen,417,60,126,57,80,60,34
1292,Ferrera,87,20,28,12,12,15,0
1293,Bonaduz,3011,398,784,534,872,355,68
1294,Domat/Ems,7488,886,1996,1446,2024,815,321
1295,Rhäzüns,1351,147,344,216,384,185,75
1296,Felsberg,2400,244,636,492,684,260,84
1297,Flims,2630,521,928,450,520,175,36
1298,Tamins,1192,156,414,225,248,105,44
1299,Trin,1261,197,372,243,276,155,18
1300,Ardez,415,67,140,57,100,45,6
1301,Guarda,161,26,50,24,40,15,6
1302,Lavin,222,22,70,45,40,30,15
1303,Susch,208,31,58,48,40,25,6
1304,Tarasp,335,62,96,72,88,10,7
1305,Zernez,1141,176,336,183,312,105,29
1306,Samnaun,787,172,180,147,212,70,6
1307,Ftan,496,85,130,87,136,40,18
1308,Scuol,2304,394,698,471,524,175,42
1309,Sent,890,112,222,186,200,125,45
1310,Valsot,896,100,238,150,248,95,65
1311,Bever,626,109,180,129,132,50,26
1312,Celerina/Schlarigna,1483,294,362,282,316,145,84
1313,Madulain,227,49,62,36,60,20,0
1314,Pontresina,2087,443,512,435,528,110,59
1315,La Punt-Chamues-ch,756,136,196,153,180,40,51
1316,Samedan,2985,577,832,594,756,165,61
1317,St. Moritz,5111,1471,1410,873,932,315,110
1318,S-chanf,727,115,220,114,160,75,43
1319,Sils im Engadin/Segl,752,192,202,138,168,45,7
1320,Silvaplana,1058,308,336,204,148,50,12
1321,Zuoz,1111,254,306,177,308,40,26
1322,Bregaglia,1549,258,388,249,360,225,69
1323,Arvigo,85,23,18,12,12,5,15
1324,Braggio,50,12,14,12,12,0,0
1325,Buseno,92,22,36,6,12,10,6
1326,Castaneda,238,38,68,48,52,25,7
1327,Cauco,35,3,4,6,12,10,0
1328,Rossa,124,28,56,18,12,10,0
1329,Santa Maria in Calanca,112,25,48,21,8,10,0
1330,Selma,33,6,12,6,4,5,0
1331,Lostallo,730,92,182,171,192,60,33
1332,Mesocco,1260,246,336,240,312,120,6
1333,Soazza,345,49,94,90,72,40,0
1334,Cama,552,75,152,135,144,40,6
1335,Grono,981,123,286,198,228,100,46
1336,Leggia,127,15,42,18,52,0,0
1337,Roveredo (GR),2433,326,662,555,584,230,76
1338,San Vittore,748,112,198,159,192,75,12
1339,Verdabbio,160,29,44,12,40,10,25
1340,Val Müstair,1526,228,430,228,340,180,120
1341,Davos,11048,2375,3148,1899,2256,880,490
1342,Fideris,579,77,156,69,128,100,49
1343,Furna,197,18,54,21,32,35,37
1344,Jenaz,1134,140,370,183,284,105,52
1345,Klosters-Serneus,3814,688,1230,612,824,375,85
1346,Conters im Prättigau,222,33,72,39,48,10,20
1347,Küblis,861,132,242,132,196,80,79
1348,Saas,748,116,196,150,164,85,37
1349,Luzein,1186,149,328,189,256,145,119
1350,St. Antönien,351,34,94,33,84,75,31
1351,Chur,33639,7138,10854,5892,6764,2320,671
1352,Churwalden,2026,322,614,369,460,135,126
1353,Arosa,3274,827,972,588,472,300,115
1354,Maladers,484,71,188,78,104,25,18
1355,Tschiertschen-Praden,310,55,108,69,56,10,12
1356,Haldenstein,994,131,270,165,280,110,38
1357,Trimmis,3030,333,898,636,768,330,65
1358,Untervaz,2409,266,640,423,668,315,97
1359,Zizers,3169,435,908,567,776,345,138
1360,Fläsch,665,81,226,99,164,50,45
1361,Jenins,884,100,244,141,228,120,51
1362,Maienfeld,2652,426,820,453,620,270,63
1363,Malans,2325,280,660,378,624,295,88
1364,Landquart,8396,1115,2492,1554,2036,855,344
1365,Grüsch,1933,255,562,267,552,235,62
1366,Schiers,2560,338,698,408,644,310,162
1367,Seewis im Prättigau,1363,161,352,228,308,190,124
1368,Breil/Brigels,1268,136,254,219,292,205,162
1369,Disentis/Mustér,2007,297,554,339,460,290,67
1370,Medel (Lucmagn),393,45,102,33,108,75,30
1371,Sumvitg,1224,163,304,186,276,190,105
1372,Tujetsch,1377,240,366,255,328,155,33
1373,Trun,1209,202,326,210,212,175,84
1374,Aarau,19645,4228,6448,3207,3596,1525,641
1375,Biberstein,1467,163,612,204,296,105,87
1376,Buchs (AG),7276,1150,2174,1251,1608,750,343
1377,Densbüren,657,74,210,123,172,65,13
1378,Erlinsbach (AG),3784,437,1322,672,916,315,122
1379,Gränichen,7113,795,2304,1203,1816,655,340
1380,Hirschthal,1473,169,474,255,384,150,41
1381,Küttigen,5854,782,1934,915,1404,595,224
1382,Muhen,3683,386,1132,669,956,345,195
1383,Oberentfelden,7590,1054,2348,1236,1788,795,369
1384,Suhr,9590,1396,2584,1623,2388,1115,484
1385,Unterentfelden,3955,566,1200,633,900,420,236
1386,Baden,18313,3477,5934,3348,3772,1315,467
1387,Bellikon,1558,195,578,240,392,115,38
1388,Bergdietikon,2516,289,938,450,564,200,75
1389,Birmenstorf (AG),2845,313,846,540,760,280,106
1390,Ennetbaden,3234,540,1134,552,684,270,54
1391,Fislisbach,5409,766,1706,963,1376,425,173
1392,Freienwil,958,81,252,165,292,110,58
1393,Gebenstorf,4868,650,1592,852,1116,455,203
1394,Killwangen,1862,161,516,396,464,200,125
1395,Künten,1663,157,478,339,440,195,54
1396,Mägenwil,2031,193,538,306,580,305,109
1397,Mellingen,4832,674,1486,807,1140,475,250
1398,Neuenhof,8304,1305,2452,1434,1796,785,532
1399,Niederrohrdorf,3618,470,1202,576,960,260,150
1400,Oberrohrdorf,3947,485,1398,699,940,320,105
1401,Obersiggenthal,8486,1221,2572,1524,2004,805,360
1402,Remetschwil,2047,155,590,420,568,210,104
1403,Spreitenbach,10866,1364,2730,2046,2660,1335,731
1404,Stetten (AG),1956,156,538,426,588,155,93
1405,Turgi,2913,509,796,516,656,270,166
1406,Untersiggenthal,6935,894,2106,1212,1624,685,414
1407,Wettingen,19862,3857,6300,3387,4228,1450,640
1408,Wohlenschwil,1461,168,426,270,340,165,92
1409,Würenlingen,4263,489,1224,810,1128,405,207
1410,Würenlos,5895,663,1708,1143,1656,510,215
1411,Ehrendingen,4491,518,1364,831,1148,430,200
1412,Arni (AG),1857,152,550,357,560,190,48
1413,Berikon,4450,608,1402,849,1148,315,128
1414,Bremgarten (AG),6468,1062,1952,1173,1492,525,264
1415,Büttikon,957,81,346,171,224,105,30
1416,Dottikon,3694,495,1112,687,872,350,178
1417,Eggenwil,915,103,318,171,208,55,60
1418,Fischbach-Göslikon,1573,155,500,324,368,145,81
1419,Hägglingen,2299,238,668,387,588,280,138
1420,Hermetschwil-Staffeln,1117,152,280,180,320,130,55
1421,Jonen,1965,153,534,363,584,245,86
1422,Niederwil (AG),2485,262,686,498,660,245,134
1423,Oberlunkhofen,1943,203,670,345,528,135,62
1424,Oberwil-Lieli,2168,246,682,330,552,285,73
1425,Rudolfstetten-Friedlisberg,4406,559,1286,828,1168,405,160
1426,Sarmenstorf,2645,283,792,462,692,315,101
1427,Tägerig,1380,130,402,234,424,130,60
1428,Uezwil,414,36,126,57,128,35,32
1429,Unterlunkhofen,1237,140,368,246,320,125,38
1430,Villmergen,6624,875,1950,1242,1628,610,319
1431,Widen,3493,462,1292,573,808,240,118
1432,Wohlen (AG),14984,2057,4296,2616,3468,1690,857
1433,Zufikon,4299,514,1370,810,1076,360,169
1434,Islisberg,601,65,186,126,148,70,6
1435,Auenstein,1554,174,584,273,372,105,46
1436,Birr,4246,407,1070,711,1088,585,385
1437,Birrhard,659,87,210,135,136,70,21
1438,Bözen,745,92,238,111,156,75,73
1439,Brugg,10726,1607,3350,1800,2340,1010,619
1440,Effingen,583,56,190,105,136,55,41
1441,Elfingen,266,31,90,75,48,15,7
1442,Habsburg,410,45,140,66,92,55,12
1443,Hausen (AG),3269,378,1108,576,776,300,131
1444,Lupfig,2168,286,692,402,516,230,42
1445,Mandach,307,24,76,72,76,25,34
1446,Mönthal,386,33,156,87,72,25,13
1447,Mülligen,1014,125,326,213,208,75,67
1448,Oberflachs,488,53,140,102,112,55,26
1449,Remigen,1042,126,344,186,256,100,30
1450,Riniken,1460,179,476,237,336,175,57
1451,Rüfenach,870,57,256,171,244,105,37
1452,Scherz,643,60,200,126,168,70,19
1453,Schinznach-Bad,1177,171,364,231,244,110,57
1454,Schinznach-Dorf,1727,206,538,294,388,210,91
1455,Thalheim (AG),761,74,266,135,168,85,33
1456,Veltheim (AG),1394,145,388,273,340,165,83
1457,Villigen,2005,238,626,366,456,185,134
1458,Villnachern,1512,160,466,246,440,130,70
1459,Windisch,6732,1026,1888,1035,1620,820,343
1460,Bözberg,1529,176,580,228,340,135,70
1461,Beinwil am See,2926,388,1002,495,652,240,149
1462,Birrwil,996,150,430,156,136,85,39
1463,Burg (AG),956,146,298,156,204,95,57
1464,Dürrenäsch,1173,129,354,210,288,150,42
1465,Gontenschwil,1998,245,674,324,440,185,130
1466,Holziken,1274,168,466,204,264,120,52
1467,Leimbach (AG),460,28,158,102,116,50,6
1468,Leutwil,733,84,218,123,164,95,49
1469,Menziken,5561,747,1556,1005,1340,570,343
1470,Oberkulm,2489,270,736,441,620,310,112
1471,Reinach (AG),7965,1152,2210,1347,1808,820,628
1472,Schlossrued,791,72,268,132,188,80,51
1473,Schmiedrued,1166,136,324,189,212,185,120
1474,Schöftland,3982,588,1390,654,856,330,164
1475,Teufenthal (AG),1589,206,462,258,320,160,183
1476,Unterkulm,2860,305,858,489,704,325,179
1477,Zetzwil,1288,162,422,207,320,115,62
1478,Eiken,2138,249,670,378,540,150,151
1479,Frick,5059,633,1440,948,1172,495,371
1480,Gansingen,992,91,316,150,228,100,107
1481,Gipf-Oberfrick,3492,403,1038,531,984,410,126
1482,Herznach,1394,131,352,249,348,180,134
1483,Hornussen,875,119,248,165,188,75,80
1484,Kaisten,2534,257,726,471,732,215,133
1485,Laufenburg,3251,386,968,627,756,390,124
1486,Münchwilen (AG),883,101,326,174,188,75,19
1487,Oberhof,583,48,158,123,128,95,31
1488,Oeschgen,896,97,260,183,240,65,51
1489,Schwaderloch,686,67,198,150,136,105,30
1490,Sisseln,1458,176,476,249,392,150,15
1491,Ueken,843,75,234,168,268,80,18
1492,Wittnau,1200,139,348,195,308,160,50
1493,Wölflinswil,971,112,288,126,232,140,73
1494,Zeihen,1092,105,320,222,292,100,53
1495,Mettauertal,1897,215,638,357,428,175,84
1496,Ammerswil,669,66,166,132,200,75,30
1497,Boniswil,1400,142,438,288,332,145,55
1498,Brunegg,684,92,206,111,212,45,18
1499,Dintikon,2082,198,628,291,556,255,154
1500,Egliswil,1320,156,418,204,344,160,38
1501,Fahrwangen,1919,267,556,303,448,250,95
1502,Hallwil,777,121,254,156,156,60,30
1503,Hendschiken,1034,111,274,216,260,120,53
1504,Holderbank (AG),1008,131,354,201,236,60,26
1505,Hunzenschwil,3477,395,1058,675,840,300,209
1506,Lenzburg,8671,1481,2662,1551,1768,815,394
1507,Meisterschwanden,2676,285,966,474,660,225,66
1508,Möriken-Wildegg,4225,451,1258,756,1044,515,201
1509,Niederlenz,4345,466,1272,846,1112,435,214
1510,Othmarsingen,2551,283,732,501,656,270,109
1511,Rupperswil,4913,651,1546,915,1120,500,181
1512,Schafisheim,2836,300,850,504,676,305,201
1513,Seengen,3658,416,1052,621,992,465,112
1514,Seon,4738,610,1322,948,1164,515,179
1515,Staufen,2569,346,832,474,564,300,53
1516,Abtwil,947,79,242,189,252,140,45
1517,Aristau,1371,150,430,270,320,125,76
1518,Auw,1844,183,474,267,576,255,89
1519,Beinwil (Freiamt),1063,118,232,132,292,210,79
1520,Besenbüren,569,53,148,96,168,60,44
1521,Bettwil,550,75,162,126,120,35,32
1522,Boswil,2578,367,816,399,640,235,121
1523,Bünzen,1004,116,286,159,236,125,82
1524,Buttwil,1158,98,324,162,368,155,51
1525,Dietwil,1272,157,352,198,332,110,123
1526,Geltwil,194,18,36,27,80,20,13
1527,Kallern,319,16,92,48,100,35,28
1528,Merenschwand,3340,315,876,528,976,455,190
1529,Mühlau,1000,122,268,201,260,125,24
1530,Muri (AG),7183,913,2034,1071,1868,895,402
1531,Oberrüti,1404,111,290,246,508,205,44
1532,Rottenschwil,795,85,244,108,236,75,47
1533,Sins,4137,427,1028,663,1160,615,244
1534,Waltenschwil,2594,275,766,399,704,330,120
1535,Hellikon,781,64,238,177,180,70,52
1536,Kaiseraugst,5426,773,1746,999,1204,490,214
1537,Magden,3794,345,1186,657,1156,375,75
1538,Möhlin,10479,1242,3142,1992,2676,1040,387
1539,Mumpf,1293,178,398,234,332,105,46
1540,Obermumpf,992,114,298,192,228,110,50
1541,Olsberg,360,37,154,57,76,30,6
1542,Rheinfelden,12410,2216,4042,2223,2544,910,475
1543,Schupfart,750,97,260,114,196,65,18
1544,Stein (AG),2986,476,934,552,632,210,182
1545,Wallbach,1854,203,552,369,540,130,60
1546,Wegenstetten,1035,86,316,147,276,140,70
1547,Zeiningen,2201,252,724,402,576,170,77
1548,Zuzgen,837,88,242,165,212,100,30
1549,Aarburg,7099,989,2042,1383,1520,820,345
1550,Attelwil,281,34,82,30,72,50,13
1551,Bottenwil,780,75,262,171,168,75,29
1552,Brittnau,3724,413,1160,636,956,375,184
1553,Kirchleerau,773,93,282,147,176,75,0
1554,Kölliken,4202,514,1238,765,928,550,207
1555,Moosleerau,902,84,234,141,212,150,81
1556,Murgenthal,2814,357,860,486,656,270,185
1557,Oftringen,12977,1830,4002,2205,2924,1315,701
1558,Reitnau,1255,121,328,201,340,160,105
1559,Rothrist,8124,1040,2568,1407,1912,810,387
1560,Safenwil,3541,432,1170,636,824,280,199
1561,Staffelbach,1048,98,334,231,244,90,51
1562,Strengelbach,4581,648,1372,795,1152,420,194
1563,Uerkheim,1292,176,430,219,308,110,49
1564,Vordemwald,1783,187,612,345,388,160,91
1565,Wiliberg,169,15,46,39,36,20,13
1566,Zofingen,10870,1866,3656,1755,2324,775,494
1567,Baldingen,272,19,74,48,88,25,18
1568,Böbikon,160,12,72,15,36,25,0
1569,Böttstein,3670,382,1100,618,996,315,259
1570,Döttingen,3729,455,1066,675,868,365,300
1571,Endingen,2023,185,546,336,536,245,175
1572,Fisibach,389,53,112,84,72,35,33
1573,Full-Reuenthal,818,81,220,144,232,100,41
1574,Kaiserstuhl,393,84,140,69,36,50,14
1575,Klingnau,3190,439,1086,570,608,275,212
1576,Koblenz,1564,208,426,279,352,145,154
1577,Leibstadt,1247,152,376,198,284,110,127
1578,Lengnau (AG),2607,269,668,399,732,340,199
1579,Leuggern,2110,232,710,363,440,205,160
1580,Mellikon,245,22,54,54,60,40,15
1581,Rekingen (AG),953,96,272,177,276,85,47
1582,Rietheim,740,59,186,123,208,125,39
1583,Rümikon,270,37,102,45,48,20,18
1584,Schneisingen,1312,153,432,222,348,135,22
1585,Siglistorf,597,69,198,111,148,30,41
1586,Tegerfelden,1109,123,354,207,280,100,45
1587,Unterendingen,342,29,94,63,80,50,26
1588,Wislikofen,332,29,100,63,76,40,24
1589,Bad Zurzach,4086,675,1254,702,840,370,245
1590,Arbon,13929,2381,4288,2376,2848,1290,746
1591,Dozwil,668,58,142,144,148,55,121
1592,Egnach,4405,400,1144,786,1180,630,265
1593,Hefenhofen,1222,119,296,213,248,225,121
1594,Horn,2577,452,818,405,612,210,80
1595,Kesswil,984,108,326,111,252,125,62
1596,Roggwil (TG),2855,252,794,456,724,410,219
1597,Romanshorn,10294,1447,2990,1731,2236,1105,785
1598,Salmsach,1355,160,378,231,336,175,75
1599,Sommeri,497,53,160,93,104,45,42
1600,Uttwil,1808,214,580,330,400,200,84
1601,Amriswil,12573,1755,3362,2127,2752,1530,1047
1602,Bischofszell,5600,824,1654,891,1356,615,260
1603,Erlen,3245,340,840,573,816,400,276
1604,Hauptwil-Gottshaus,1879,180,482,303,428,310,176
1605,Hohentannen,616,57,132,123,152,85,67
1606,Kradolf-Schönenberg,3342,443,968,546,712,360,313
1607,Sulgen,3536,427,1044,591,744,410,320
1608,Zihlschlacht-Sitterdorf,2151,211,546,369,500,345,180
1609,Basadingen-Schlattingen,1761,163,530,264,464,220,120
1610,Diessenhofen,3581,589,1086,618,772,345,171
1611,Schlatt (TG),1610,169,496,264,420,195,66
1612,Aadorf,8403,1076,2638,1509,1920,855,405
1613,Felben-Wellhausen,2587,284,800,414,712,290,87
1614,Frauenfeld,23910,4010,7462,4242,5300,2015,881
1615,Gachnang,3614,347,1082,630,940,405,210
1616,Hüttlingen,814,66,282,117,192,95,62
1617,Matzingen,2525,279,678,522,624,255,167
1618,Neunforn,950,91,368,156,204,100,31
1619,Stettfurt,1134,97,318,210,300,165,44
1620,Thundorf,1334,128,352,201,348,185,120
1621,Uesslingen-Buch,1072,108,298,198,244,180,44
1622,Warth-Weiningen,1216,116,404,249,296,95,56
1623,Altnau,2143,233,598,429,552,235,96
1624,Bottighofen,2104,259,768,363,484,185,45
1625,Ermatingen,3061,425,1004,558,652,255,167
1626,Gottlieben,305,62,110,69,32,20,12
1627,Güttingen,1473,181,414,213,360,200,105
1628,Kemmental,2286,231,600,360,556,315,224
1629,Kreuzlingen,20490,3949,6386,3645,4204,1545,761
1630,Langrickenbach,1212,119,350,231,248,170,94
1631,Lengwil,1478,132,398,276,392,150,130
1632,Münsterlingen,3119,485,884,591,712,285,162
1633,Tägerwilen,4239,516,1154,753,1212,390,214
1634,Wäldi,989,102,276,195,228,115,73
1635,Affeltrangen,2396,212,620,405,568,380,211
1636,Bettwiesen,1136,147,296,204,248,180,61
1637,Bichelsee-Balterswil,2731,292,882,405,660,290,202
1638,Braunau,719,63,210,147,140,110,49
1639,Eschlikon,4102,461,1310,705,968,435,223
1640,Fischingen,2506,329,778,330,592,290,187
1641,Lommis,1159,102,276,219,288,190,84
1642,Münchwilen (TG),5020,578,1272,927,1380,610,253
1643,Rickenbach (TG),2686,452,840,468,560,210,156
1644,Schönholzerswilen,827,62,168,96,256,160,85
1645,Sirnach,7398,992,2014,1287,1912,855,338
1646,Tobel-Tägerschen,1463,172,416,240,352,180,103
1647,Wängi,4400,446,1208,690,1164,615,277
1648,Wilen (TG),2234,195,560,414,704,260,101
1649,Wuppenau,1093,88,256,159,264,240,86
1650,Berlingen,862,145,340,123,176,60,18
1651,Eschenz,1671,218,506,273,408,155,111
1652,Herdern,988,100,278,150,248,120,92
1653,Homburg,1470,139,448,249,292,215,127
1654,Hüttwilen,1578,146,448,273,428,175,108
1655,Mammern,613,100,150,99,152,85,27
1656,Müllheim,2788,320,774,483,692,385,134
1657,Pfyn,1922,217,548,345,492,225,95
1658,Raperswilen,393,49,126,54,84,60,20
1659,Salenstein,1289,179,434,267,244,115,50
1660,Steckborn,3552,601,1090,675,700,290,196
1661,Wagenhausen,1660,230,508,327,340,160,95
1662,Amlikon-Bissegg,1304,112,402,186,328,180,96
1663,Berg (TG),3208,350,844,441,880,460,233
1664,Birwinken,1308,114,396,150,320,190,138
1665,Bürglen (TG),3468,503,1086,549,760,360,210
1666,Bussnang,2188,214,584,381,488,320,201
1667,Märstetten,2721,318,746,477,684,330,166
1668,Weinfelden,10711,1764,3318,1746,2316,1035,532
1669,Wigoltingen,2255,226,676,405,552,225,171
1670,Arbedo-Castione,4526,660,1230,975,1144,365,152
1671,Bellinzona,17700,3418,5006,3777,3808,1185,506
1672,Cadenazzo,2520,333,572,573,636,225,181
1673,Camorino,2743,325,604,564,820,250,180
1674,Giubiasco,8442,1264,2248,1842,2128,655,305
1675,Gnosca,697,69,162,156,200,85,25
1676,Gorduno,745,104,138,177,180,95,51
1677,Gudo,819,129,224,204,212,50,0
1678,Isone,384,60,98,105,100,15,6
1679,Lumino,1365,205,342,309,336,110,63
1680,Moleno,115,8,24,24,32,15,12
1681,Monte Carasso,2785,398,768,579,756,240,44
1682,Pianezzo,574,87,192,117,116,50,12
1683,Preonzo,615,66,148,123,168,60,50
1684,Sant'Antonino,2304,263,610,606,560,200,65
1685,Sant'Antonio,224,51,76,42,40,15,0
1686,Sementina,3034,389,922,678,692,265,88
1687,Acquarossa,1833,276,520,309,416,200,112
